SpanID: cda87f8c3e8735d6, SpanName: http:/inside_payment/pay, SpanKind: SERVER, Timestamp:1693817092899000, SpanDuration: 202.767ms
------SpanID: a0931687a94de846, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081396000, SpanDuration: 10.0ms
--------SpanID: a946698e424e5895, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081398000, SpanDuration: 6.0ms
--------SpanID: a946698e424e5895, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081400000, SpanDuration: 4.0ms
----SpanID: f120fe5c958bcbe7, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081409000, SpanDuration: 5.0ms
----SpanID: f120fe5c958bcbe7, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081411000, SpanDuration: 3.0ms
----SpanID: 44d335ed224c36aa, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1693817081415000, SpanDuration: 63.0ms
------SpanID: b9a92e583fe003fb, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693817081419000, SpanDuration: 56.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081423000, SpanDuration: 6.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081426000, SpanDuration: 2.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081430000, SpanDuration: 5.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081432000, SpanDuration: 3.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081436000, SpanDuration: 7.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081437000, SpanDuration: 6.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081444000, SpanDuration: 5.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081445000, SpanDuration: 4.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693817081450000, SpanDuration: 8.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693817081452000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081460000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081462000, SpanDuration: 3.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081466000, SpanDuration: 7.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081468000, SpanDuration: 4.0ms
------SpanID: b9a92e583fe003fb, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693817081421000, SpanDuration: 54.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081423000, SpanDuration: 6.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081426000, SpanDuration: 2.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081430000, SpanDuration: 5.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081432000, SpanDuration: 3.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081436000, SpanDuration: 7.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081437000, SpanDuration: 6.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081444000, SpanDuration: 5.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081445000, SpanDuration: 4.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693817081450000, SpanDuration: 8.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693817081452000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081460000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081462000, SpanDuration: 3.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081466000, SpanDuration: 7.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081468000, SpanDuration: 4.0ms
----SpanID: 44d335ed224c36aa, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1693817081418000, SpanDuration: 59.0ms
------SpanID: b9a92e583fe003fb, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693817081419000, SpanDuration: 56.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081423000, SpanDuration: 6.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081426000, SpanDuration: 2.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081430000, SpanDuration: 5.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081432000, SpanDuration: 3.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081436000, SpanDuration: 7.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081437000, SpanDuration: 6.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081444000, SpanDuration: 5.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081445000, SpanDuration: 4.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693817081450000, SpanDuration: 8.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693817081452000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081460000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081462000, SpanDuration: 3.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081466000, SpanDuration: 7.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081468000, SpanDuration: 4.0ms
------SpanID: b9a92e583fe003fb, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693817081421000, SpanDuration: 54.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081423000, SpanDuration: 6.0ms
--------SpanID: 2a57e0008c514187, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081426000, SpanDuration: 2.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693817081430000, SpanDuration: 5.0ms
--------SpanID: 331b645617512e9e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693817081432000, SpanDuration: 3.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693817081436000, SpanDuration: 7.0ms
--------SpanID: ec820a107ee1af6c, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693817081437000, SpanDuration: 6.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081444000, SpanDuration: 5.0ms
--------SpanID: 98758aa06bf05650, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081445000, SpanDuration: 4.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693817081450000, SpanDuration: 8.0ms
--------SpanID: 2286925057ab50e5, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693817081452000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081460000, SpanDuration: 5.0ms
--------SpanID: bcb7719024664a09, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081462000, SpanDuration: 3.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081466000, SpanDuration: 7.0ms
--------SpanID: 96b79a57980b75a7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081468000, SpanDuration: 4.0ms
----SpanID: 40f3ebe2eaa4e3ec, SpanName: http:/orderother/calculate, SpanKind: CLIENT, Timestamp:1693817081478000, SpanDuration: 7.0ms
----SpanID: 40f3ebe2eaa4e3ec, SpanName: http:/orderother/calculate, SpanKind: SERVER, Timestamp:1693817081480000, SpanDuration: 4.0ms
----SpanID: 2809317aeea55677, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081486000, SpanDuration: 14.0ms
------SpanID: b82cfa61a1b65264, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081488000, SpanDuration: 10.0ms
--------SpanID: 673c4acd2f0b46ac, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081491000, SpanDuration: 6.0ms
--------SpanID: 673c4acd2f0b46ac, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081493000, SpanDuration: 3.0ms
------SpanID: b82cfa61a1b65264, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081489000, SpanDuration: 9.0ms
--------SpanID: 673c4acd2f0b46ac, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081491000, SpanDuration: 6.0ms
--------SpanID: 673c4acd2f0b46ac, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081493000, SpanDuration: 3.0ms
----SpanID: 2809317aeea55677, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693817081487000, SpanDuration: 12.0ms
------SpanID: b82cfa61a1b65264, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081488000, SpanDuration: 10.0ms
--------SpanID: 673c4acd2f0b46ac, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081491000, SpanDuration: 6.0ms
--------SpanID: 673c4acd2f0b46ac, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081493000, SpanDuration: 3.0ms
------SpanID: b82cfa61a1b65264, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081489000, SpanDuration: 9.0ms
--------SpanID: 673c4acd2f0b46ac, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081491000, SpanDuration: 6.0ms
--------SpanID: 673c4acd2f0b46ac, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081493000, SpanDuration: 3.0ms
----SpanID: a3725b89b9dd3c6e, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081501000, SpanDuration: 17.0ms
------SpanID: 4b573e2a015b4b5e, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081504000, SpanDuration: 12.0ms
--------SpanID: dbf48143d14589c9, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081509000, SpanDuration: 5.0ms
--------SpanID: dbf48143d14589c9, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081511000, SpanDuration: 3.0ms
------SpanID: 4b573e2a015b4b5e, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081507000, SpanDuration: 8.0ms
--------SpanID: dbf48143d14589c9, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081509000, SpanDuration: 5.0ms
--------SpanID: dbf48143d14589c9, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081511000, SpanDuration: 3.0ms
----SpanID: a3725b89b9dd3c6e, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693817081503000, SpanDuration: 14.0ms
------SpanID: 4b573e2a015b4b5e, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081504000, SpanDuration: 12.0ms
--------SpanID: dbf48143d14589c9, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081509000, SpanDuration: 5.0ms
--------SpanID: dbf48143d14589c9, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081511000, SpanDuration: 3.0ms
------SpanID: 4b573e2a015b4b5e, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081507000, SpanDuration: 8.0ms
--------SpanID: dbf48143d14589c9, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081509000, SpanDuration: 5.0ms
--------SpanID: dbf48143d14589c9, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081511000, SpanDuration: 3.0ms
----SpanID: a598f569126b0f61, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081519000, SpanDuration: 17.0ms
------SpanID: 15b3c464c73859d2, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081523000, SpanDuration: 10.0ms
--------SpanID: 7feca352b68d03ec, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081527000, SpanDuration: 5.0ms
--------SpanID: 7feca352b68d03ec, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081529000, SpanDuration: 3.0ms
------SpanID: 15b3c464c73859d2, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081526000, SpanDuration: 8.0ms
--------SpanID: 7feca352b68d03ec, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081527000, SpanDuration: 5.0ms
--------SpanID: 7feca352b68d03ec, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081529000, SpanDuration: 3.0ms
----SpanID: a598f569126b0f61, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693817081522000, SpanDuration: 13.0ms
------SpanID: 15b3c464c73859d2, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081523000, SpanDuration: 10.0ms
--------SpanID: 7feca352b68d03ec, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081527000, SpanDuration: 5.0ms
--------SpanID: 7feca352b68d03ec, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081529000, SpanDuration: 3.0ms
------SpanID: 15b3c464c73859d2, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081526000, SpanDuration: 8.0ms
--------SpanID: 7feca352b68d03ec, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081527000, SpanDuration: 5.0ms
--------SpanID: 7feca352b68d03ec, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081529000, SpanDuration: 3.0ms
----SpanID: de5d97dcd1e87b66, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081537000, SpanDuration: 16.0ms
------SpanID: 2ab1b12387e6a39c, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081540000, SpanDuration: 12.0ms
--------SpanID: 95a070a3541051a6, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081544000, SpanDuration: 6.0ms
--------SpanID: 95a070a3541051a6, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081546000, SpanDuration: 3.0ms
------SpanID: 2ab1b12387e6a39c, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081543000, SpanDuration: 8.0ms
--------SpanID: 95a070a3541051a6, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081544000, SpanDuration: 6.0ms
--------SpanID: 95a070a3541051a6, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081546000, SpanDuration: 3.0ms
----SpanID: de5d97dcd1e87b66, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693817081539000, SpanDuration: 14.0ms
------SpanID: 2ab1b12387e6a39c, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693817081540000, SpanDuration: 12.0ms
--------SpanID: 95a070a3541051a6, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081544000, SpanDuration: 6.0ms
--------SpanID: 95a070a3541051a6, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081546000, SpanDuration: 3.0ms
------SpanID: 2ab1b12387e6a39c, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693817081543000, SpanDuration: 8.0ms
--------SpanID: 95a070a3541051a6, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693817081544000, SpanDuration: 6.0ms
--------SpanID: 95a070a3541051a6, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693817081546000, SpanDuration: 3.0ms
----SpanID: 125cfb15b9f3993b, SpanName: http:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1693817081554000, SpanDuration: 52.0ms
------SpanID: ee09283358745c4f, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693817081560000, SpanDuration: 13.0ms
--------SpanID: 4f949345e5293ac4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081565000, SpanDuration: 5.0ms
--------SpanID: 4f949345e5293ac4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081566000, SpanDuration: 4.0ms
------SpanID: ee09283358745c4f, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693817081562000, SpanDuration: 10.0ms
--------SpanID: 4f949345e5293ac4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693817081565000, SpanDuration: 5.0ms
--------SpanID: 4f949345e5293ac4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693817081566000, SpanDuration: 4.0ms
------SpanID: c95d821976386150, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693817081574000, SpanDuration: 6.0ms
------SpanID: c95d821976386150, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1693817081575000, SpanDuration: 5.0ms
