SpanID: 2b91be61014f2fa1, SpanName: http:/inside_payment/pay, SpanKind: SERVER, Timestamp:1693819223415000, SpanDuration: 220.989ms
--------SpanID: 3a1e228bd43ac826, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212109000, SpanDuration: 7.0ms
--------SpanID: 3a1e228bd43ac826, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212111000, SpanDuration: 4.0ms
------SpanID: 8bb1adb829e9007c, SpanName: https:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693819212106000, SpanDuration: 11.0ms
--------SpanID: 3a1e228bd43ac826, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212109000, SpanDuration: 7.0ms
--------SpanID: 3a1e228bd43ac826, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212111000, SpanDuration: 4.0ms
----SpanID: 69e42e51c96930e9, SpanName: https:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693819212101000, SpanDuration: 18.0ms
------SpanID: 8bb1adb829e9007c, SpanName: https:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212103000, SpanDuration: 15.0ms
--------SpanID: 3a1e228bd43ac826, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212109000, SpanDuration: 7.0ms
--------SpanID: 3a1e228bd43ac826, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212111000, SpanDuration: 4.0ms
------SpanID: 8bb1adb829e9007c, SpanName: https:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693819212106000, SpanDuration: 11.0ms
--------SpanID: 3a1e228bd43ac826, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212109000, SpanDuration: 7.0ms
--------SpanID: 3a1e228bd43ac826, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212111000, SpanDuration: 4.0ms
----SpanID: e6f3f571e3608596, SpanName: https:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212121000, SpanDuration: 18.0ms
------SpanID: 97ac2501276c6a00, SpanName: https:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212124000, SpanDuration: 12.0ms
--------SpanID: 1d953d81f39c1a87, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212127000, SpanDuration: 7.0ms
--------SpanID: 1d953d81f39c1a87, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212128000, SpanDuration: 5.0ms
------SpanID: 97ac2501276c6a00, SpanName: https:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693819212125000, SpanDuration: 10.0ms
--------SpanID: 1d953d81f39c1a87, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212127000, SpanDuration: 7.0ms
--------SpanID: 1d953d81f39c1a87, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212128000, SpanDuration: 5.0ms
----SpanID: e6f3f571e3608596, SpanName: https:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693819212122000, SpanDuration: 16.0ms
------SpanID: 97ac2501276c6a00, SpanName: https:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212124000, SpanDuration: 12.0ms
--------SpanID: 1d953d81f39c1a87, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212127000, SpanDuration: 7.0ms
--------SpanID: 1d953d81f39c1a87, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212128000, SpanDuration: 5.0ms
------SpanID: 97ac2501276c6a00, SpanName: https:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693819212125000, SpanDuration: 10.0ms
--------SpanID: 1d953d81f39c1a87, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212127000, SpanDuration: 7.0ms
--------SpanID: 1d953d81f39c1a87, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212128000, SpanDuration: 5.0ms
----SpanID: b7c06c2f6487041e, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: CLIENT, Timestamp:1693819212140000, SpanDuration: 8.0ms
----SpanID: b7c06c2f6487041e, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: SERVER, Timestamp:1693819212143000, SpanDuration: 4.0ms
----SpanID: 365b52a565200779, SpanName: https:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1693819212149000, SpanDuration: 81.0ms
------SpanID: 32dba0bd9babdc51, SpanName: https:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693819212153000, SpanDuration: 74.0ms
--------SpanID: f3be6686806894cc, SpanName: https:/station/exist, SpanKind: CLIENT, Timestamp:1693819212157000, SpanDuration: 6.0ms
--------SpanID: f3be6686806894cc, SpanName: https:/station/exist, SpanKind: SERVER, Timestamp:1693819212158000, SpanDuration: 4.0ms
--------SpanID: 13154e31cdabbdea, SpanName: https:/station/exist, SpanKind: CLIENT, Timestamp:1693819212165000, SpanDuration: 11.0ms
--------SpanID: 13154e31cdabbdea, SpanName: https:/station/exist, SpanKind: SERVER, Timestamp:1693819212166000, SpanDuration: 8.0ms
--------SpanID: ed88bee4a5fe376e, SpanName: https:/train/retrieve, SpanKind: CLIENT, Timestamp:1693819212177000, SpanDuration: 11.0ms
--------SpanID: ed88bee4a5fe376e, SpanName: https:/train/retrieve, SpanKind: SERVER, Timestamp:1693819212180000, SpanDuration: 7.0ms
--------SpanID: 7c1474826cc9f6d9, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: CLIENT, Timestamp:1693819212189000, SpanDuration: 12.0ms
--------SpanID: 7c1474826cc9f6d9, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: SERVER, Timestamp:1693819212196000, SpanDuration: 4.0ms
--------SpanID: 1903cd67b68f65a9, SpanName: https:/price/query, SpanKind: CLIENT, Timestamp:1693819212202000, SpanDuration: 11.0ms
--------SpanID: 1903cd67b68f65a9, SpanName: https:/price/query, SpanKind: SERVER, Timestamp:1693819212206000, SpanDuration: 5.0ms
--------SpanID: 82522113de6be056, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212214000, SpanDuration: 5.0ms
--------SpanID: 82522113de6be056, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212215000, SpanDuration: 3.0ms
--------SpanID: 6c0ca315e905b9ce, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212220000, SpanDuration: 4.0ms
--------SpanID: 6c0ca315e905b9ce, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212221000, SpanDuration: 3.0ms
------SpanID: 32dba0bd9babdc51, SpanName: https:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693819212154000, SpanDuration: 72.0ms
--------SpanID: f3be6686806894cc, SpanName: https:/station/exist, SpanKind: CLIENT, Timestamp:1693819212157000, SpanDuration: 6.0ms
--------SpanID: f3be6686806894cc, SpanName: https:/station/exist, SpanKind: SERVER, Timestamp:1693819212158000, SpanDuration: 4.0ms
--------SpanID: 13154e31cdabbdea, SpanName: https:/station/exist, SpanKind: CLIENT, Timestamp:1693819212165000, SpanDuration: 11.0ms
--------SpanID: 13154e31cdabbdea, SpanName: https:/station/exist, SpanKind: SERVER, Timestamp:1693819212166000, SpanDuration: 8.0ms
--------SpanID: ed88bee4a5fe376e, SpanName: https:/train/retrieve, SpanKind: CLIENT, Timestamp:1693819212177000, SpanDuration: 11.0ms
--------SpanID: ed88bee4a5fe376e, SpanName: https:/train/retrieve, SpanKind: SERVER, Timestamp:1693819212180000, SpanDuration: 7.0ms
--------SpanID: 7c1474826cc9f6d9, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: CLIENT, Timestamp:1693819212189000, SpanDuration: 12.0ms
--------SpanID: 7c1474826cc9f6d9, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: SERVER, Timestamp:1693819212196000, SpanDuration: 4.0ms
--------SpanID: 1903cd67b68f65a9, SpanName: https:/price/query, SpanKind: CLIENT, Timestamp:1693819212202000, SpanDuration: 11.0ms
--------SpanID: 1903cd67b68f65a9, SpanName: https:/price/query, SpanKind: SERVER, Timestamp:1693819212206000, SpanDuration: 5.0ms
--------SpanID: 82522113de6be056, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212214000, SpanDuration: 5.0ms
--------SpanID: 82522113de6be056, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212215000, SpanDuration: 3.0ms
--------SpanID: 6c0ca315e905b9ce, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212220000, SpanDuration: 4.0ms
--------SpanID: 6c0ca315e905b9ce, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212221000, SpanDuration: 3.0ms
----SpanID: 365b52a565200779, SpanName: https:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1693819212151000, SpanDuration: 77.0ms
------SpanID: 32dba0bd9babdc51, SpanName: https:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693819212153000, SpanDuration: 74.0ms
--------SpanID: f3be6686806894cc, SpanName: https:/station/exist, SpanKind: CLIENT, Timestamp:1693819212157000, SpanDuration: 6.0ms
--------SpanID: f3be6686806894cc, SpanName: https:/station/exist, SpanKind: SERVER, Timestamp:1693819212158000, SpanDuration: 4.0ms
--------SpanID: 13154e31cdabbdea, SpanName: https:/station/exist, SpanKind: CLIENT, Timestamp:1693819212165000, SpanDuration: 11.0ms
--------SpanID: 13154e31cdabbdea, SpanName: https:/station/exist, SpanKind: SERVER, Timestamp:1693819212166000, SpanDuration: 8.0ms
--------SpanID: ed88bee4a5fe376e, SpanName: https:/train/retrieve, SpanKind: CLIENT, Timestamp:1693819212177000, SpanDuration: 11.0ms
--------SpanID: ed88bee4a5fe376e, SpanName: https:/train/retrieve, SpanKind: SERVER, Timestamp:1693819212180000, SpanDuration: 7.0ms
--------SpanID: 7c1474826cc9f6d9, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: CLIENT, Timestamp:1693819212189000, SpanDuration: 12.0ms
--------SpanID: 7c1474826cc9f6d9, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: SERVER, Timestamp:1693819212196000, SpanDuration: 4.0ms
--------SpanID: 1903cd67b68f65a9, SpanName: https:/price/query, SpanKind: CLIENT, Timestamp:1693819212202000, SpanDuration: 11.0ms
--------SpanID: 1903cd67b68f65a9, SpanName: https:/price/query, SpanKind: SERVER, Timestamp:1693819212206000, SpanDuration: 5.0ms
--------SpanID: 82522113de6be056, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212214000, SpanDuration: 5.0ms
--------SpanID: 82522113de6be056, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212215000, SpanDuration: 3.0ms
--------SpanID: 6c0ca315e905b9ce, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212220000, SpanDuration: 4.0ms
--------SpanID: 6c0ca315e905b9ce, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212221000, SpanDuration: 3.0ms
------SpanID: 32dba0bd9babdc51, SpanName: https:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693819212154000, SpanDuration: 72.0ms
--------SpanID: f3be6686806894cc, SpanName: https:/station/exist, SpanKind: CLIENT, Timestamp:1693819212157000, SpanDuration: 6.0ms
--------SpanID: f3be6686806894cc, SpanName: https:/station/exist, SpanKind: SERVER, Timestamp:1693819212158000, SpanDuration: 4.0ms
--------SpanID: 13154e31cdabbdea, SpanName: https:/station/exist, SpanKind: CLIENT, Timestamp:1693819212165000, SpanDuration: 11.0ms
--------SpanID: 13154e31cdabbdea, SpanName: https:/station/exist, SpanKind: SERVER, Timestamp:1693819212166000, SpanDuration: 8.0ms
--------SpanID: ed88bee4a5fe376e, SpanName: https:/train/retrieve, SpanKind: CLIENT, Timestamp:1693819212177000, SpanDuration: 11.0ms
--------SpanID: ed88bee4a5fe376e, SpanName: https:/train/retrieve, SpanKind: SERVER, Timestamp:1693819212180000, SpanDuration: 7.0ms
--------SpanID: 7c1474826cc9f6d9, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: CLIENT, Timestamp:1693819212189000, SpanDuration: 12.0ms
--------SpanID: 7c1474826cc9f6d9, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: SERVER, Timestamp:1693819212196000, SpanDuration: 4.0ms
--------SpanID: 1903cd67b68f65a9, SpanName: https:/price/query, SpanKind: CLIENT, Timestamp:1693819212202000, SpanDuration: 11.0ms
--------SpanID: 1903cd67b68f65a9, SpanName: https:/price/query, SpanKind: SERVER, Timestamp:1693819212206000, SpanDuration: 5.0ms
--------SpanID: 82522113de6be056, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212214000, SpanDuration: 5.0ms
--------SpanID: 82522113de6be056, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212215000, SpanDuration: 3.0ms
--------SpanID: 6c0ca315e905b9ce, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212220000, SpanDuration: 4.0ms
--------SpanID: 6c0ca315e905b9ce, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212221000, SpanDuration: 3.0ms
----SpanID: fe15fb46211140db, SpanName: https:/orderother/calculate, SpanKind: CLIENT, Timestamp:1693819212231000, SpanDuration: 11.0ms
----SpanID: fe15fb46211140db, SpanName: https:/orderother/calculate, SpanKind: SERVER, Timestamp:1693819212234000, SpanDuration: 5.0ms
----SpanID: 34d9a076b0b39649, SpanName: https:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212243000, SpanDuration: 18.0ms
------SpanID: 8cbd01e3174e098e, SpanName: https:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212246000, SpanDuration: 11.0ms
--------SpanID: c531fd39b0287837, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212249000, SpanDuration: 6.0ms
--------SpanID: c531fd39b0287837, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212251000, SpanDuration: 3.0ms
------SpanID: 8cbd01e3174e098e, SpanName: https:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693819212248000, SpanDuration: 8.0ms
--------SpanID: c531fd39b0287837, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212249000, SpanDuration: 6.0ms
--------SpanID: c531fd39b0287837, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212251000, SpanDuration: 3.0ms
----SpanID: 34d9a076b0b39649, SpanName: https:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693819212244000, SpanDuration: 14.0ms
------SpanID: 8cbd01e3174e098e, SpanName: https:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212246000, SpanDuration: 11.0ms
--------SpanID: c531fd39b0287837, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212249000, SpanDuration: 6.0ms
--------SpanID: c531fd39b0287837, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212251000, SpanDuration: 3.0ms
------SpanID: 8cbd01e3174e098e, SpanName: https:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693819212248000, SpanDuration: 8.0ms
--------SpanID: c531fd39b0287837, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212249000, SpanDuration: 6.0ms
--------SpanID: c531fd39b0287837, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212251000, SpanDuration: 3.0ms
----SpanID: e6368b3705fc4b70, SpanName: https:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212262000, SpanDuration: 18.0ms
------SpanID: 6a34786a37b0caa1, SpanName: https:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212265000, SpanDuration: 13.0ms
--------SpanID: e4aa4a18bec540f9, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212269000, SpanDuration: 7.0ms
--------SpanID: e4aa4a18bec540f9, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212271000, SpanDuration: 4.0ms
------SpanID: 6a34786a37b0caa1, SpanName: https:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693819212268000, SpanDuration: 9.0ms
--------SpanID: e4aa4a18bec540f9, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212269000, SpanDuration: 7.0ms
--------SpanID: e4aa4a18bec540f9, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212271000, SpanDuration: 4.0ms
----SpanID: e6368b3705fc4b70, SpanName: https:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693819212263000, SpanDuration: 16.0ms
------SpanID: 6a34786a37b0caa1, SpanName: https:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212265000, SpanDuration: 13.0ms
--------SpanID: e4aa4a18bec540f9, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212269000, SpanDuration: 7.0ms
--------SpanID: e4aa4a18bec540f9, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212271000, SpanDuration: 4.0ms
------SpanID: 6a34786a37b0caa1, SpanName: https:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693819212268000, SpanDuration: 9.0ms
--------SpanID: e4aa4a18bec540f9, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212269000, SpanDuration: 7.0ms
--------SpanID: e4aa4a18bec540f9, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212271000, SpanDuration: 4.0ms
----SpanID: 20f9a3ca1fa2ff76, SpanName: https:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212281000, SpanDuration: 17.0ms
------SpanID: bcf9700bcda47cc8, SpanName: https:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212284000, SpanDuration: 12.0ms
--------SpanID: 3462617050c3ad61, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212288000, SpanDuration: 6.0ms
--------SpanID: 3462617050c3ad61, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212290000, SpanDuration: 3.0ms
------SpanID: bcf9700bcda47cc8, SpanName: https:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693819212286000, SpanDuration: 9.0ms
--------SpanID: 3462617050c3ad61, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212288000, SpanDuration: 6.0ms
--------SpanID: 3462617050c3ad61, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212290000, SpanDuration: 3.0ms
----SpanID: 20f9a3ca1fa2ff76, SpanName: https:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693819212282000, SpanDuration: 15.0ms
------SpanID: bcf9700bcda47cc8, SpanName: https:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212284000, SpanDuration: 12.0ms
--------SpanID: 3462617050c3ad61, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212288000, SpanDuration: 6.0ms
--------SpanID: 3462617050c3ad61, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212290000, SpanDuration: 3.0ms
------SpanID: bcf9700bcda47cc8, SpanName: https:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693819212286000, SpanDuration: 9.0ms
--------SpanID: 3462617050c3ad61, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212288000, SpanDuration: 6.0ms
--------SpanID: 3462617050c3ad61, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212290000, SpanDuration: 3.0ms
----SpanID: ef673377a72d3be7, SpanName: https:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212299000, SpanDuration: 19.0ms
------SpanID: 2315c96aa1387130, SpanName: https:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212302000, SpanDuration: 13.0ms
--------SpanID: f97589e623435662, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212307000, SpanDuration: 5.0ms
--------SpanID: f97589e623435662, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212308000, SpanDuration: 3.0ms
------SpanID: 2315c96aa1387130, SpanName: https:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693819212304000, SpanDuration: 10.0ms
--------SpanID: f97589e623435662, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212307000, SpanDuration: 5.0ms
--------SpanID: f97589e623435662, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212308000, SpanDuration: 3.0ms
----SpanID: ef673377a72d3be7, SpanName: https:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693819212300000, SpanDuration: 16.0ms
------SpanID: 2315c96aa1387130, SpanName: https:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693819212302000, SpanDuration: 13.0ms
--------SpanID: f97589e623435662, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212307000, SpanDuration: 5.0ms
--------SpanID: f97589e623435662, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212308000, SpanDuration: 3.0ms
------SpanID: 2315c96aa1387130, SpanName: https:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693819212304000, SpanDuration: 10.0ms
--------SpanID: f97589e623435662, SpanName: https:/station/queryforid, SpanKind: CLIENT, Timestamp:1693819212307000, SpanDuration: 5.0ms
--------SpanID: f97589e623435662, SpanName: https:/station/queryforid, SpanKind: SERVER, Timestamp:1693819212308000, SpanDuration: 3.0ms
----SpanID: 118216e0e7ad03ea, SpanName: https:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1693819212318000, SpanDuration: 73.0ms
------SpanID: 56688cd83b6d04a8, SpanName: https:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693819212326000, SpanDuration: 18.0ms
--------SpanID: 5232727a07cdd859, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: CLIENT, Timestamp:1693819212333000, SpanDuration: 7.0ms
--------SpanID: 5232727a07cdd859, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: SERVER, Timestamp:1693819212334000, SpanDuration: 4.0ms
------SpanID: 56688cd83b6d04a8, SpanName: https:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693819212329000, SpanDuration: 13.0ms
--------SpanID: 5232727a07cdd859, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: CLIENT, Timestamp:1693819212333000, SpanDuration: 7.0ms
--------SpanID: 5232727a07cdd859, SpanName: https:/route/querybyid/0b23bd3e-876a-4af3-b920-c50, SpanKind: SERVER, Timestamp:1693819212334000, SpanDuration: 4.0ms
------SpanID: e95bb91f09c8a1a3, SpanName: https:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693819212345000, SpanDuration: 9.0ms
