SpanID: b1eee77e2005241a, SpanName: http:/preserveother, SpanKind: SERVER, Timestamp:1694156646987000, SpanDuration: 2277.328ms
--------SpanID: ff1585f969dee436, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694156647683000, SpanDuration: 6.0ms
--------SpanID: ff1585f969dee436, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694156647685000, SpanDuration: 3.0ms
--------SpanID: 7c853073cbf4d5e6, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694156647690000, SpanDuration: 6.0ms
--------SpanID: 7c853073cbf4d5e6, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694156647692000, SpanDuration: 3.0ms
--------SpanID: 073a7690e2cfb4bb, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694156647697000, SpanDuration: 7.0ms
--------SpanID: 073a7690e2cfb4bb, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694156647698000, SpanDuration: 5.0ms
--------SpanID: 70ec00aa253fa674, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: CLIENT, Timestamp:1694156647705000, SpanDuration: 6.0ms
--------SpanID: 70ec00aa253fa674, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: SERVER, Timestamp:1694156647706000, SpanDuration: 5.0ms
--------SpanID: 5bf544b1eccfc49c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694156647712000, SpanDuration: 10.0ms
--------SpanID: 5bf544b1eccfc49c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694156647713000, SpanDuration: 6.0ms
--------SpanID: 6173a0907d82c0c8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647722000, SpanDuration: 6.0ms
--------SpanID: 6173a0907d82c0c8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647724000, SpanDuration: 4.0ms
--------SpanID: ead97f797f085195, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647729000, SpanDuration: 5.0ms
--------SpanID: ead97f797f085195, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647731000, SpanDuration: 3.0ms
----SpanID: 5134dc03d986408c, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1694156647676000, SpanDuration: 70.0ms
------SpanID: b97ce0d7769921d6, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1694156647678000, SpanDuration: 66.0ms
--------SpanID: ff1585f969dee436, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694156647683000, SpanDuration: 6.0ms
--------SpanID: ff1585f969dee436, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694156647685000, SpanDuration: 3.0ms
--------SpanID: 7c853073cbf4d5e6, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694156647690000, SpanDuration: 6.0ms
--------SpanID: 7c853073cbf4d5e6, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694156647692000, SpanDuration: 3.0ms
--------SpanID: 073a7690e2cfb4bb, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694156647697000, SpanDuration: 7.0ms
--------SpanID: 073a7690e2cfb4bb, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694156647698000, SpanDuration: 5.0ms
--------SpanID: 70ec00aa253fa674, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: CLIENT, Timestamp:1694156647705000, SpanDuration: 6.0ms
--------SpanID: 70ec00aa253fa674, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: SERVER, Timestamp:1694156647706000, SpanDuration: 5.0ms
--------SpanID: 5bf544b1eccfc49c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694156647712000, SpanDuration: 10.0ms
--------SpanID: 5bf544b1eccfc49c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694156647713000, SpanDuration: 6.0ms
--------SpanID: 6173a0907d82c0c8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647722000, SpanDuration: 6.0ms
--------SpanID: 6173a0907d82c0c8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647724000, SpanDuration: 4.0ms
--------SpanID: ead97f797f085195, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647729000, SpanDuration: 5.0ms
--------SpanID: ead97f797f085195, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647731000, SpanDuration: 3.0ms
------SpanID: b97ce0d7769921d6, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1694156647680000, SpanDuration: 63.0ms
--------SpanID: ff1585f969dee436, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694156647683000, SpanDuration: 6.0ms
--------SpanID: ff1585f969dee436, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694156647685000, SpanDuration: 3.0ms
--------SpanID: 7c853073cbf4d5e6, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694156647690000, SpanDuration: 6.0ms
--------SpanID: 7c853073cbf4d5e6, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694156647692000, SpanDuration: 3.0ms
--------SpanID: 073a7690e2cfb4bb, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694156647697000, SpanDuration: 7.0ms
--------SpanID: 073a7690e2cfb4bb, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694156647698000, SpanDuration: 5.0ms
--------SpanID: 70ec00aa253fa674, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: CLIENT, Timestamp:1694156647705000, SpanDuration: 6.0ms
--------SpanID: 70ec00aa253fa674, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: SERVER, Timestamp:1694156647706000, SpanDuration: 5.0ms
--------SpanID: 5bf544b1eccfc49c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694156647712000, SpanDuration: 10.0ms
--------SpanID: 5bf544b1eccfc49c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694156647713000, SpanDuration: 6.0ms
--------SpanID: 6173a0907d82c0c8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647722000, SpanDuration: 6.0ms
--------SpanID: 6173a0907d82c0c8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647724000, SpanDuration: 4.0ms
--------SpanID: ead97f797f085195, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647729000, SpanDuration: 5.0ms
--------SpanID: ead97f797f085195, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647731000, SpanDuration: 3.0ms
----SpanID: 9cc928dff5a2f179, SpanName: http:/orderother/calculate, SpanKind: CLIENT, Timestamp:1694156647747000, SpanDuration: 6.0ms
----SpanID: 9cc928dff5a2f179, SpanName: http:/orderother/calculate, SpanKind: SERVER, Timestamp:1694156647748000, SpanDuration: 5.0ms
----SpanID: 40c7f1bb78172273, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694156647754000, SpanDuration: 16.0ms
------SpanID: 186daa604ba23c84, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694156647757000, SpanDuration: 12.0ms
--------SpanID: baba6000cc35511c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647762000, SpanDuration: 5.0ms
--------SpanID: baba6000cc35511c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647764000, SpanDuration: 3.0ms
------SpanID: 186daa604ba23c84, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694156647760000, SpanDuration: 8.0ms
--------SpanID: baba6000cc35511c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647762000, SpanDuration: 5.0ms
--------SpanID: baba6000cc35511c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647764000, SpanDuration: 3.0ms
----SpanID: 40c7f1bb78172273, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694156647755000, SpanDuration: 15.0ms
------SpanID: 186daa604ba23c84, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694156647757000, SpanDuration: 12.0ms
--------SpanID: baba6000cc35511c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647762000, SpanDuration: 5.0ms
--------SpanID: baba6000cc35511c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647764000, SpanDuration: 3.0ms
------SpanID: 186daa604ba23c84, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694156647760000, SpanDuration: 8.0ms
--------SpanID: baba6000cc35511c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647762000, SpanDuration: 5.0ms
--------SpanID: baba6000cc35511c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647764000, SpanDuration: 3.0ms
----SpanID: 7d3797c50f854d5e, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694156647771000, SpanDuration: 17.0ms
------SpanID: a477542b56751243, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694156647775000, SpanDuration: 11.0ms
--------SpanID: 4311ecc625a43c72, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647778000, SpanDuration: 6.0ms
--------SpanID: 4311ecc625a43c72, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647780000, SpanDuration: 3.0ms
------SpanID: a477542b56751243, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694156647777000, SpanDuration: 8.0ms
--------SpanID: 4311ecc625a43c72, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647778000, SpanDuration: 6.0ms
--------SpanID: 4311ecc625a43c72, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647780000, SpanDuration: 3.0ms
----SpanID: 7d3797c50f854d5e, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694156647773000, SpanDuration: 14.0ms
------SpanID: a477542b56751243, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694156647775000, SpanDuration: 11.0ms
--------SpanID: 4311ecc625a43c72, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647778000, SpanDuration: 6.0ms
--------SpanID: 4311ecc625a43c72, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647780000, SpanDuration: 3.0ms
------SpanID: a477542b56751243, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694156647777000, SpanDuration: 8.0ms
--------SpanID: 4311ecc625a43c72, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647778000, SpanDuration: 6.0ms
--------SpanID: 4311ecc625a43c72, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647780000, SpanDuration: 3.0ms
----SpanID: 24f3888359dc45e9, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694156647789000, SpanDuration: 16.0ms
------SpanID: bf0c6605eff766d3, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694156647792000, SpanDuration: 11.0ms
--------SpanID: 9f1fafd51590fd6a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647796000, SpanDuration: 6.0ms
--------SpanID: 9f1fafd51590fd6a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647798000, SpanDuration: 3.0ms
------SpanID: bf0c6605eff766d3, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694156647794000, SpanDuration: 9.0ms
--------SpanID: 9f1fafd51590fd6a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647796000, SpanDuration: 6.0ms
--------SpanID: 9f1fafd51590fd6a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647798000, SpanDuration: 3.0ms
----SpanID: 24f3888359dc45e9, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694156647791000, SpanDuration: 13.0ms
------SpanID: bf0c6605eff766d3, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694156647792000, SpanDuration: 11.0ms
--------SpanID: 9f1fafd51590fd6a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647796000, SpanDuration: 6.0ms
--------SpanID: 9f1fafd51590fd6a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647798000, SpanDuration: 3.0ms
------SpanID: bf0c6605eff766d3, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694156647794000, SpanDuration: 9.0ms
--------SpanID: 9f1fafd51590fd6a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647796000, SpanDuration: 6.0ms
--------SpanID: 9f1fafd51590fd6a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647798000, SpanDuration: 3.0ms
----SpanID: b5c415c23d77346a, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694156647805000, SpanDuration: 16.0ms
------SpanID: 16478a55317c2f6a, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694156647809000, SpanDuration: 10.0ms
--------SpanID: 2fa1c941cacbe2c0, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647812000, SpanDuration: 6.0ms
--------SpanID: 2fa1c941cacbe2c0, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647814000, SpanDuration: 3.0ms
------SpanID: 16478a55317c2f6a, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694156647811000, SpanDuration: 8.0ms
--------SpanID: 2fa1c941cacbe2c0, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647812000, SpanDuration: 6.0ms
--------SpanID: 2fa1c941cacbe2c0, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647814000, SpanDuration: 3.0ms
----SpanID: b5c415c23d77346a, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694156647807000, SpanDuration: 13.0ms
------SpanID: 16478a55317c2f6a, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694156647809000, SpanDuration: 10.0ms
--------SpanID: 2fa1c941cacbe2c0, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647812000, SpanDuration: 6.0ms
--------SpanID: 2fa1c941cacbe2c0, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647814000, SpanDuration: 3.0ms
------SpanID: 16478a55317c2f6a, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694156647811000, SpanDuration: 8.0ms
--------SpanID: 2fa1c941cacbe2c0, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694156647812000, SpanDuration: 6.0ms
--------SpanID: 2fa1c941cacbe2c0, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694156647814000, SpanDuration: 3.0ms
----SpanID: 61e17d266463e48b, SpanName: http:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1694156647822000, SpanDuration: 57.0ms
------SpanID: 5deb49acfebcc2e2, SpanName: http:/travel2/getroutebytripid/t1235, SpanKind: CLIENT, Timestamp:1694156647829000, SpanDuration: 14.0ms
--------SpanID: 8d29991c3e07f1fc, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: CLIENT, Timestamp:1694156647835000, SpanDuration: 6.0ms
--------SpanID: 8d29991c3e07f1fc, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: SERVER, Timestamp:1694156647836000, SpanDuration: 4.0ms
------SpanID: 5deb49acfebcc2e2, SpanName: http:/travel2/getroutebytripid/t1235, SpanKind: SERVER, Timestamp:1694156647830000, SpanDuration: 12.0ms
--------SpanID: 8d29991c3e07f1fc, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: CLIENT, Timestamp:1694156647835000, SpanDuration: 6.0ms
--------SpanID: 8d29991c3e07f1fc, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: SERVER, Timestamp:1694156647836000, SpanDuration: 4.0ms
------SpanID: f74f7da494a65392, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1694156647844000, SpanDuration: 6.0ms
------SpanID: f74f7da494a65392, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: SERVER, Timestamp:1694156647846000, SpanDuration: 4.0ms
------SpanID: bf7a72d51921b076, SpanName: http:/travel2/gettraintypebytripid/t1235, SpanKind: CLIENT, Timestamp:1694156647851000, SpanDuration: 14.0ms
--------SpanID: 431afe3fc6bb0d8f, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694156647856000, SpanDuration: 7.0ms
--------SpanID: 431afe3fc6bb0d8f, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694156647859000, SpanDuration: 4.0ms
------SpanID: bf7a72d51921b076, SpanName: http:/travel2/gettraintypebytripid/t1235, SpanKind: SERVER, Timestamp:1694156647852000, SpanDuration: 13.0ms
--------SpanID: 431afe3fc6bb0d8f, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694156647856000, SpanDuration: 7.0ms
--------SpanID: 431afe3fc6bb0d8f, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694156647859000, SpanDuration: 4.0ms
