SpanID: 9abbf50ef5393fef, SpanName: http:/travelplan/getcheapest, SpanKind: SERVER, Timestamp:1693897380997000, SpanDuration: 10713.892ms
----------SpanID: 5fef4957f988ec06, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693897381127000, SpanDuration: 3.0ms
------SpanID: 291a8b087eacd5ff, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693897381139000, SpanDuration: 5.0ms
------SpanID: 291a8b087eacd5ff, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693897381140000, SpanDuration: 3.0ms
------SpanID: aa13f7394a657926, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1693897381145000, SpanDuration: 10088.0ms
--------SpanID: 739d32edb4012760, SpanName: query-for-travel, SpanKind: UNKNOWN, Timestamp:1693897381150000, SpanDuration: 10082.0ms
----------SpanID: b480f9117311803e, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693897381151000, SpanDuration: 10080.0ms
------------SpanID: 9395cf0018cb19d0, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693897391158000, SpanDuration: 16.0ms
------------SpanID: 9395cf0018cb19d0, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693897391163000, SpanDuration: 9.0ms
------------SpanID: ed31c46f30aedd73, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693897391177000, SpanDuration: 9.0ms
------------SpanID: ed31c46f30aedd73, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693897391181000, SpanDuration: 4.0ms
------------SpanID: e9f183406966c15b, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693897391186000, SpanDuration: 9.0ms
------------SpanID: e9f183406966c15b, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693897391188000, SpanDuration: 6.0ms
------------SpanID: 03db417fb1ac7c27, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693897391195000, SpanDuration: 7.0ms
------------SpanID: 03db417fb1ac7c27, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693897391198000, SpanDuration: 3.0ms
------------SpanID: 7fe0a7ae8d7c44f3, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693897391203000, SpanDuration: 11.0ms
------------SpanID: 7fe0a7ae8d7c44f3, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693897391205000, SpanDuration: 8.0ms
------------SpanID: 96ff339826c18979, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693897391215000, SpanDuration: 6.0ms
------------SpanID: 96ff339826c18979, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693897391218000, SpanDuration: 3.0ms
------------SpanID: 80016d7ea8b6c343, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693897391223000, SpanDuration: 6.0ms
------------SpanID: 80016d7ea8b6c343, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693897391225000, SpanDuration: 3.0ms
----------SpanID: b480f9117311803e, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693897381153000, SpanDuration: 10077.0ms
------------SpanID: 9395cf0018cb19d0, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693897391158000, SpanDuration: 16.0ms
------------SpanID: 9395cf0018cb19d0, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693897391163000, SpanDuration: 9.0ms
------------SpanID: ed31c46f30aedd73, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693897391177000, SpanDuration: 9.0ms
------------SpanID: ed31c46f30aedd73, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693897391181000, SpanDuration: 4.0ms
------------SpanID: e9f183406966c15b, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693897391186000, SpanDuration: 9.0ms
------------SpanID: e9f183406966c15b, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693897391188000, SpanDuration: 6.0ms
------------SpanID: 03db417fb1ac7c27, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693897391195000, SpanDuration: 7.0ms
------------SpanID: 03db417fb1ac7c27, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693897391198000, SpanDuration: 3.0ms
------------SpanID: 7fe0a7ae8d7c44f3, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693897391203000, SpanDuration: 11.0ms
------------SpanID: 7fe0a7ae8d7c44f3, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693897391205000, SpanDuration: 8.0ms
------------SpanID: 96ff339826c18979, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693897391215000, SpanDuration: 6.0ms
------------SpanID: 96ff339826c18979, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693897391218000, SpanDuration: 3.0ms
------------SpanID: 80016d7ea8b6c343, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693897391223000, SpanDuration: 6.0ms
------------SpanID: 80016d7ea8b6c343, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693897391225000, SpanDuration: 3.0ms
------SpanID: aa13f7394a657926, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1693897381147000, SpanDuration: 10086.0ms
--------SpanID: 739d32edb4012760, SpanName: query-for-travel, SpanKind: UNKNOWN, Timestamp:1693897381150000, SpanDuration: 10082.0ms
----------SpanID: b480f9117311803e, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693897381151000, SpanDuration: 10080.0ms
------------SpanID: 9395cf0018cb19d0, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693897391158000, SpanDuration: 16.0ms
------------SpanID: 9395cf0018cb19d0, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693897391163000, SpanDuration: 9.0ms
------------SpanID: ed31c46f30aedd73, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693897391177000, SpanDuration: 9.0ms
------------SpanID: ed31c46f30aedd73, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693897391181000, SpanDuration: 4.0ms
------------SpanID: e9f183406966c15b, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693897391186000, SpanDuration: 9.0ms
------------SpanID: e9f183406966c15b, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693897391188000, SpanDuration: 6.0ms
------------SpanID: 03db417fb1ac7c27, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693897391195000, SpanDuration: 7.0ms
------------SpanID: 03db417fb1ac7c27, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693897391198000, SpanDuration: 3.0ms
------------SpanID: 7fe0a7ae8d7c44f3, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693897391203000, SpanDuration: 11.0ms
------------SpanID: 7fe0a7ae8d7c44f3, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693897391205000, SpanDuration: 8.0ms
------------SpanID: 96ff339826c18979, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693897391215000, SpanDuration: 6.0ms
------------SpanID: 96ff339826c18979, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693897391218000, SpanDuration: 3.0ms
------------SpanID: 80016d7ea8b6c343, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693897391223000, SpanDuration: 6.0ms
------------SpanID: 80016d7ea8b6c343, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693897391225000, SpanDuration: 3.0ms
----------SpanID: b480f9117311803e, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693897381153000, SpanDuration: 10077.0ms
------------SpanID: 9395cf0018cb19d0, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693897391158000, SpanDuration: 16.0ms
------------SpanID: 9395cf0018cb19d0, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693897391163000, SpanDuration: 9.0ms
------------SpanID: ed31c46f30aedd73, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693897391177000, SpanDuration: 9.0ms
------------SpanID: ed31c46f30aedd73, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693897391181000, SpanDuration: 4.0ms
------------SpanID: e9f183406966c15b, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693897391186000, SpanDuration: 9.0ms
------------SpanID: e9f183406966c15b, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693897391188000, SpanDuration: 6.0ms
------------SpanID: 03db417fb1ac7c27, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693897391195000, SpanDuration: 7.0ms
------------SpanID: 03db417fb1ac7c27, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693897391198000, SpanDuration: 3.0ms
------------SpanID: 7fe0a7ae8d7c44f3, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693897391203000, SpanDuration: 11.0ms
------------SpanID: 7fe0a7ae8d7c44f3, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693897391205000, SpanDuration: 8.0ms
------------SpanID: 96ff339826c18979, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693897391215000, SpanDuration: 6.0ms
------------SpanID: 96ff339826c18979, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693897391218000, SpanDuration: 3.0ms
------------SpanID: 80016d7ea8b6c343, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693897391223000, SpanDuration: 6.0ms
------------SpanID: 80016d7ea8b6c343, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693897391225000, SpanDuration: 3.0ms
------SpanID: 08694f0f8cafdc5c, SpanName: http:/orderother/calculate, SpanKind: CLIENT, Timestamp:1693897391234000, SpanDuration: 7.0ms
------SpanID: 08694f0f8cafdc5c, SpanName: http:/orderother/calculate, SpanKind: SERVER, Timestamp:1693897391236000, SpanDuration: 4.0ms
------SpanID: 18db75370504a5aa, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693897391242000, SpanDuration: 18.0ms
--------SpanID: 1df8b373d8887d9c, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693897391245000, SpanDuration: 11.0ms
----------SpanID: 12cd372ea9d3de7a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693897391248000, SpanDuration: 7.0ms
----------SpanID: 12cd372ea9d3de7a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693897391251000, SpanDuration: 3.0ms
