SpanID: 8aab034f35063885, SpanName: http:/food/getfood, SpanKind: SERVER, Timestamp:1694756084622000, SpanDuration: 387.127ms
--SpanID: c79e4ee9305ba767, SpanName: http:/route/querybyid/a3f256c1-0e43-4f7d-9c21-121b, SpanKind: CLIENT, Timestamp:1694756081676000, SpanDuration: 9.0ms
--SpanID: c79e4ee9305ba767, SpanName: http:/route/querybyid/a3f256c1-0e43-4f7d-9c21-121b, SpanKind: SERVER, Timestamp:1694756081677000, SpanDuration: 6.0ms
--SpanID: 9e9552a6e4dbce5e, SpanName: http:/route/querybyid/084837bb-53c8-4438-87c8-0321, SpanKind: CLIENT, Timestamp:1694756081686000, SpanDuration: 13.0ms
--SpanID: 9e9552a6e4dbce5e, SpanName: http:/route/querybyid/084837bb-53c8-4438-87c8-0321, SpanKind: SERVER, Timestamp:1694756081693000, SpanDuration: 5.0ms
--SpanID: 8a2727d8906ff2bd, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694756081700000, SpanDuration: 8.0ms
--SpanID: 8a2727d8906ff2bd, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694756081702000, SpanDuration: 6.0ms
--SpanID: 0fa1745b2f3590a0, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1694756081718000, SpanDuration: 511.0ms
----SpanID: 393e158f2b0d7f09, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1694756081744000, SpanDuration: 476.0ms
------SpanID: 5af5a32f03f9e573, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694756081758000, SpanDuration: 12.0ms
------SpanID: 5af5a32f03f9e573, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694756081760000, SpanDuration: 9.0ms
------SpanID: 8a4ac0cbad85d149, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694756081771000, SpanDuration: 7.0ms
------SpanID: 8a4ac0cbad85d149, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694756081774000, SpanDuration: 3.0ms
------SpanID: 8753b1c1a46269c2, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694756081781000, SpanDuration: 222.0ms
------SpanID: 8753b1c1a46269c2, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694756081854000, SpanDuration: 145.0ms
------SpanID: 1a7f0e059c1590fb, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694756082010000, SpanDuration: 7.0ms
------SpanID: 1a7f0e059c1590fb, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694756082012000, SpanDuration: 4.0ms
------SpanID: 3835d6985feb9d4b, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694756082021000, SpanDuration: 166.0ms
------SpanID: 3835d6985feb9d4b, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694756082094000, SpanDuration: 91.0ms
------SpanID: 1e6c48c5abf64e7c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082188000, SpanDuration: 8.0ms
------SpanID: 1e6c48c5abf64e7c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082190000, SpanDuration: 5.0ms
------SpanID: 1474a6fde8ef9841, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082197000, SpanDuration: 8.0ms
------SpanID: 1474a6fde8ef9841, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082199000, SpanDuration: 6.0ms
----SpanID: 393e158f2b0d7f09, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1694756081747000, SpanDuration: 472.0ms
------SpanID: 5af5a32f03f9e573, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694756081758000, SpanDuration: 12.0ms
------SpanID: 5af5a32f03f9e573, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694756081760000, SpanDuration: 9.0ms
------SpanID: 8a4ac0cbad85d149, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694756081771000, SpanDuration: 7.0ms
------SpanID: 8a4ac0cbad85d149, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694756081774000, SpanDuration: 3.0ms
------SpanID: 8753b1c1a46269c2, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694756081781000, SpanDuration: 222.0ms
------SpanID: 8753b1c1a46269c2, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694756081854000, SpanDuration: 145.0ms
------SpanID: 1a7f0e059c1590fb, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694756082010000, SpanDuration: 7.0ms
------SpanID: 1a7f0e059c1590fb, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694756082012000, SpanDuration: 4.0ms
------SpanID: 3835d6985feb9d4b, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694756082021000, SpanDuration: 166.0ms
------SpanID: 3835d6985feb9d4b, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694756082094000, SpanDuration: 91.0ms
------SpanID: 1e6c48c5abf64e7c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082188000, SpanDuration: 8.0ms
------SpanID: 1e6c48c5abf64e7c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082190000, SpanDuration: 5.0ms
------SpanID: 1474a6fde8ef9841, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082197000, SpanDuration: 8.0ms
------SpanID: 1474a6fde8ef9841, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082199000, SpanDuration: 6.0ms
--SpanID: 0fa1745b2f3590a0, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1694756081720000, SpanDuration: 508.0ms
----SpanID: 393e158f2b0d7f09, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1694756081744000, SpanDuration: 476.0ms
------SpanID: 5af5a32f03f9e573, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694756081758000, SpanDuration: 12.0ms
------SpanID: 5af5a32f03f9e573, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694756081760000, SpanDuration: 9.0ms
------SpanID: 8a4ac0cbad85d149, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694756081771000, SpanDuration: 7.0ms
------SpanID: 8a4ac0cbad85d149, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694756081774000, SpanDuration: 3.0ms
------SpanID: 8753b1c1a46269c2, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694756081781000, SpanDuration: 222.0ms
------SpanID: 8753b1c1a46269c2, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694756081854000, SpanDuration: 145.0ms
------SpanID: 1a7f0e059c1590fb, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694756082010000, SpanDuration: 7.0ms
------SpanID: 1a7f0e059c1590fb, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694756082012000, SpanDuration: 4.0ms
------SpanID: 3835d6985feb9d4b, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694756082021000, SpanDuration: 166.0ms
------SpanID: 3835d6985feb9d4b, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694756082094000, SpanDuration: 91.0ms
------SpanID: 1e6c48c5abf64e7c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082188000, SpanDuration: 8.0ms
------SpanID: 1e6c48c5abf64e7c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082190000, SpanDuration: 5.0ms
------SpanID: 1474a6fde8ef9841, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082197000, SpanDuration: 8.0ms
------SpanID: 1474a6fde8ef9841, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082199000, SpanDuration: 6.0ms
----SpanID: 393e158f2b0d7f09, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1694756081747000, SpanDuration: 472.0ms
------SpanID: 5af5a32f03f9e573, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694756081758000, SpanDuration: 12.0ms
------SpanID: 5af5a32f03f9e573, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694756081760000, SpanDuration: 9.0ms
------SpanID: 8a4ac0cbad85d149, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694756081771000, SpanDuration: 7.0ms
------SpanID: 8a4ac0cbad85d149, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694756081774000, SpanDuration: 3.0ms
------SpanID: 8753b1c1a46269c2, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694756081781000, SpanDuration: 222.0ms
------SpanID: 8753b1c1a46269c2, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694756081854000, SpanDuration: 145.0ms
------SpanID: 1a7f0e059c1590fb, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694756082010000, SpanDuration: 7.0ms
------SpanID: 1a7f0e059c1590fb, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694756082012000, SpanDuration: 4.0ms
------SpanID: 3835d6985feb9d4b, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694756082021000, SpanDuration: 166.0ms
------SpanID: 3835d6985feb9d4b, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694756082094000, SpanDuration: 91.0ms
------SpanID: 1e6c48c5abf64e7c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082188000, SpanDuration: 8.0ms
------SpanID: 1e6c48c5abf64e7c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082190000, SpanDuration: 5.0ms
------SpanID: 1474a6fde8ef9841, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082197000, SpanDuration: 8.0ms
------SpanID: 1474a6fde8ef9841, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082199000, SpanDuration: 6.0ms
--SpanID: 10264704afa37647, SpanName: http:/order/calculate, SpanKind: CLIENT, Timestamp:1694756082239000, SpanDuration: 171.0ms
--SpanID: 10264704afa37647, SpanName: http:/order/calculate, SpanKind: SERVER, Timestamp:1694756082320000, SpanDuration: 88.0ms
--SpanID: 3f4e21edeb37e47c, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694756082411000, SpanDuration: 36.0ms
----SpanID: 8309f0d75a6cbb1c, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694756082431000, SpanDuration: 13.0ms
------SpanID: 6d58345a8a436e5e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082436000, SpanDuration: 7.0ms
------SpanID: 6d58345a8a436e5e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082439000, SpanDuration: 3.0ms
----SpanID: 8309f0d75a6cbb1c, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694756082434000, SpanDuration: 10.0ms
------SpanID: 6d58345a8a436e5e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082436000, SpanDuration: 7.0ms
------SpanID: 6d58345a8a436e5e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082439000, SpanDuration: 3.0ms
--SpanID: 3f4e21edeb37e47c, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694756082428000, SpanDuration: 18.0ms
----SpanID: 8309f0d75a6cbb1c, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694756082431000, SpanDuration: 13.0ms
------SpanID: 6d58345a8a436e5e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082436000, SpanDuration: 7.0ms
------SpanID: 6d58345a8a436e5e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082439000, SpanDuration: 3.0ms
----SpanID: 8309f0d75a6cbb1c, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694756082434000, SpanDuration: 10.0ms
------SpanID: 6d58345a8a436e5e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082436000, SpanDuration: 7.0ms
------SpanID: 6d58345a8a436e5e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082439000, SpanDuration: 3.0ms
--SpanID: 0000a0563973ff5b, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694756082448000, SpanDuration: 21.0ms
----SpanID: 221b4e420e46589d, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694756082453000, SpanDuration: 14.0ms
------SpanID: b615bb23e789d918, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082457000, SpanDuration: 8.0ms
------SpanID: b615bb23e789d918, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082460000, SpanDuration: 5.0ms
----SpanID: 221b4e420e46589d, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694756082455000, SpanDuration: 11.0ms
------SpanID: b615bb23e789d918, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082457000, SpanDuration: 8.0ms
------SpanID: b615bb23e789d918, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082460000, SpanDuration: 5.0ms
--SpanID: 0000a0563973ff5b, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694756082450000, SpanDuration: 18.0ms
----SpanID: 221b4e420e46589d, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694756082453000, SpanDuration: 14.0ms
------SpanID: b615bb23e789d918, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082457000, SpanDuration: 8.0ms
------SpanID: b615bb23e789d918, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082460000, SpanDuration: 5.0ms
----SpanID: 221b4e420e46589d, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694756082455000, SpanDuration: 11.0ms
------SpanID: b615bb23e789d918, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082457000, SpanDuration: 8.0ms
------SpanID: b615bb23e789d918, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082460000, SpanDuration: 5.0ms
--SpanID: 2627e22ed890d73c, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694756082471000, SpanDuration: 20.0ms
----SpanID: 1212b62bcabee234, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694756082475000, SpanDuration: 14.0ms
------SpanID: 3c53a3c52c41dce2, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082479000, SpanDuration: 8.0ms
------SpanID: 3c53a3c52c41dce2, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082482000, SpanDuration: 5.0ms
----SpanID: 1212b62bcabee234, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694756082477000, SpanDuration: 12.0ms
------SpanID: 3c53a3c52c41dce2, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082479000, SpanDuration: 8.0ms
------SpanID: 3c53a3c52c41dce2, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082482000, SpanDuration: 5.0ms
--SpanID: 2627e22ed890d73c, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694756082473000, SpanDuration: 18.0ms
----SpanID: 1212b62bcabee234, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694756082475000, SpanDuration: 14.0ms
------SpanID: 3c53a3c52c41dce2, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082479000, SpanDuration: 8.0ms
------SpanID: 3c53a3c52c41dce2, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082482000, SpanDuration: 5.0ms
----SpanID: 1212b62bcabee234, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694756082477000, SpanDuration: 12.0ms
------SpanID: 3c53a3c52c41dce2, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082479000, SpanDuration: 8.0ms
------SpanID: 3c53a3c52c41dce2, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082482000, SpanDuration: 5.0ms
--SpanID: cf36fd6d51254ad0, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694756082492000, SpanDuration: 27.0ms
----SpanID: 3c4aaa20f2d9e925, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694756082497000, SpanDuration: 20.0ms
------SpanID: 72fd311139c33e6c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082502000, SpanDuration: 13.0ms
------SpanID: 72fd311139c33e6c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082504000, SpanDuration: 10.0ms
----SpanID: 3c4aaa20f2d9e925, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694756082500000, SpanDuration: 16.0ms
------SpanID: 72fd311139c33e6c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082502000, SpanDuration: 13.0ms
------SpanID: 72fd311139c33e6c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082504000, SpanDuration: 10.0ms
--SpanID: cf36fd6d51254ad0, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694756082495000, SpanDuration: 23.0ms
----SpanID: 3c4aaa20f2d9e925, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694756082497000, SpanDuration: 20.0ms
------SpanID: 72fd311139c33e6c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082502000, SpanDuration: 13.0ms
------SpanID: 72fd311139c33e6c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082504000, SpanDuration: 10.0ms
----SpanID: 3c4aaa20f2d9e925, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694756082500000, SpanDuration: 16.0ms
------SpanID: 72fd311139c33e6c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694756082502000, SpanDuration: 13.0ms
------SpanID: 72fd311139c33e6c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694756082504000, SpanDuration: 10.0ms
