SpanID: 34163a3b547cccb6, SpanName: http:/food/getfood, SpanKind: SERVER, Timestamp:1694755178294000, SpanDuration: 5116.225ms
--SpanID: 4dba1790e86e9ab5, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694755141537000, SpanDuration: 13365.0ms
----SpanID: 034f54b3c483ef53, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694755141619000, SpanDuration: 13266.0ms
------SpanID: 83fedbedb9103955, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755143096000, SpanDuration: 168.0ms
------SpanID: 83fedbedb9103955, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755143177000, SpanDuration: 83.0ms
----SpanID: 034f54b3c483ef53, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694755142844000, SpanDuration: 12034.0ms
------SpanID: 83fedbedb9103955, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755143096000, SpanDuration: 168.0ms
------SpanID: 83fedbedb9103955, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755143177000, SpanDuration: 83.0ms
--SpanID: 4818fc6b81c32e01, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694755154922000, SpanDuration: 30.0ms
----SpanID: 8fe7ba9a46ed8705, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694755154930000, SpanDuration: 20.0ms
------SpanID: 37d1e2e8248f4b99, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755154938000, SpanDuration: 9.0ms
------SpanID: 37d1e2e8248f4b99, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755154941000, SpanDuration: 6.0ms
----SpanID: 8fe7ba9a46ed8705, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694755154935000, SpanDuration: 14.0ms
------SpanID: 37d1e2e8248f4b99, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755154938000, SpanDuration: 9.0ms
------SpanID: 37d1e2e8248f4b99, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755154941000, SpanDuration: 6.0ms
--SpanID: 4818fc6b81c32e01, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694755154925000, SpanDuration: 27.0ms
----SpanID: 8fe7ba9a46ed8705, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694755154930000, SpanDuration: 20.0ms
------SpanID: 37d1e2e8248f4b99, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755154938000, SpanDuration: 9.0ms
------SpanID: 37d1e2e8248f4b99, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755154941000, SpanDuration: 6.0ms
----SpanID: 8fe7ba9a46ed8705, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694755154935000, SpanDuration: 14.0ms
------SpanID: 37d1e2e8248f4b99, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755154938000, SpanDuration: 9.0ms
------SpanID: 37d1e2e8248f4b99, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755154941000, SpanDuration: 6.0ms
--SpanID: 2b99a8d37b03aa56, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1694755154968000, SpanDuration: 144.0ms
--SpanID: 2b99a8d37b03aa56, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1694755155043000, SpanDuration: 66.0ms
--SpanID: 1cb98e2ace25cb9a, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1694755155121000, SpanDuration: 467.0ms
----SpanID: 2cbc11c574221c41, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1694755155145000, SpanDuration: 432.0ms
------SpanID: f131bc9ac7e50f6c, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694755155160000, SpanDuration: 15.0ms
------SpanID: f131bc9ac7e50f6c, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694755155163000, SpanDuration: 10.0ms
------SpanID: f3cb925444914cc7, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694755155176000, SpanDuration: 7.0ms
------SpanID: f3cb925444914cc7, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694755155178000, SpanDuration: 4.0ms
------SpanID: ea66d4169d59a156, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694755155185000, SpanDuration: 175.0ms
------SpanID: ea66d4169d59a156, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694755155261000, SpanDuration: 97.0ms
------SpanID: b1e9a8bc2b6dd392, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1694755155366000, SpanDuration: 10.0ms
------SpanID: b1e9a8bc2b6dd392, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1694755155369000, SpanDuration: 7.0ms
------SpanID: e01334d6cad5f683, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694755155381000, SpanDuration: 165.0ms
------SpanID: e01334d6cad5f683, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694755155453000, SpanDuration: 90.0ms
------SpanID: c2d3637639c09a01, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755155547000, SpanDuration: 8.0ms
------SpanID: c2d3637639c09a01, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755155549000, SpanDuration: 5.0ms
------SpanID: b92fe7d77a9325e1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755155556000, SpanDuration: 7.0ms
------SpanID: b92fe7d77a9325e1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755155558000, SpanDuration: 4.0ms
----SpanID: 2cbc11c574221c41, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1694755155148000, SpanDuration: 428.0ms
------SpanID: f131bc9ac7e50f6c, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694755155160000, SpanDuration: 15.0ms
------SpanID: f131bc9ac7e50f6c, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694755155163000, SpanDuration: 10.0ms
------SpanID: f3cb925444914cc7, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694755155176000, SpanDuration: 7.0ms
------SpanID: f3cb925444914cc7, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694755155178000, SpanDuration: 4.0ms
------SpanID: ea66d4169d59a156, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694755155185000, SpanDuration: 175.0ms
------SpanID: ea66d4169d59a156, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694755155261000, SpanDuration: 97.0ms
------SpanID: b1e9a8bc2b6dd392, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1694755155366000, SpanDuration: 10.0ms
------SpanID: b1e9a8bc2b6dd392, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1694755155369000, SpanDuration: 7.0ms
------SpanID: e01334d6cad5f683, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694755155381000, SpanDuration: 165.0ms
------SpanID: e01334d6cad5f683, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694755155453000, SpanDuration: 90.0ms
------SpanID: c2d3637639c09a01, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755155547000, SpanDuration: 8.0ms
------SpanID: c2d3637639c09a01, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755155549000, SpanDuration: 5.0ms
------SpanID: b92fe7d77a9325e1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755155556000, SpanDuration: 7.0ms
------SpanID: b92fe7d77a9325e1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755155558000, SpanDuration: 4.0ms
--SpanID: 1cb98e2ace25cb9a, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1694755155124000, SpanDuration: 464.0ms
----SpanID: 2cbc11c574221c41, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1694755155145000, SpanDuration: 432.0ms
------SpanID: f131bc9ac7e50f6c, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694755155160000, SpanDuration: 15.0ms
------SpanID: f131bc9ac7e50f6c, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694755155163000, SpanDuration: 10.0ms
------SpanID: f3cb925444914cc7, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694755155176000, SpanDuration: 7.0ms
------SpanID: f3cb925444914cc7, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694755155178000, SpanDuration: 4.0ms
------SpanID: ea66d4169d59a156, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694755155185000, SpanDuration: 175.0ms
------SpanID: ea66d4169d59a156, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694755155261000, SpanDuration: 97.0ms
------SpanID: b1e9a8bc2b6dd392, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1694755155366000, SpanDuration: 10.0ms
------SpanID: b1e9a8bc2b6dd392, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1694755155369000, SpanDuration: 7.0ms
------SpanID: e01334d6cad5f683, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694755155381000, SpanDuration: 165.0ms
------SpanID: e01334d6cad5f683, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694755155453000, SpanDuration: 90.0ms
------SpanID: c2d3637639c09a01, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755155547000, SpanDuration: 8.0ms
------SpanID: c2d3637639c09a01, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755155549000, SpanDuration: 5.0ms
------SpanID: b92fe7d77a9325e1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755155556000, SpanDuration: 7.0ms
------SpanID: b92fe7d77a9325e1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755155558000, SpanDuration: 4.0ms
----SpanID: 2cbc11c574221c41, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1694755155148000, SpanDuration: 428.0ms
------SpanID: f131bc9ac7e50f6c, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694755155160000, SpanDuration: 15.0ms
------SpanID: f131bc9ac7e50f6c, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694755155163000, SpanDuration: 10.0ms
------SpanID: f3cb925444914cc7, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694755155176000, SpanDuration: 7.0ms
------SpanID: f3cb925444914cc7, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694755155178000, SpanDuration: 4.0ms
------SpanID: ea66d4169d59a156, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694755155185000, SpanDuration: 175.0ms
------SpanID: ea66d4169d59a156, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694755155261000, SpanDuration: 97.0ms
------SpanID: b1e9a8bc2b6dd392, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1694755155366000, SpanDuration: 10.0ms
------SpanID: b1e9a8bc2b6dd392, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1694755155369000, SpanDuration: 7.0ms
------SpanID: e01334d6cad5f683, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694755155381000, SpanDuration: 165.0ms
------SpanID: e01334d6cad5f683, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694755155453000, SpanDuration: 90.0ms
------SpanID: c2d3637639c09a01, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755155547000, SpanDuration: 8.0ms
------SpanID: c2d3637639c09a01, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755155549000, SpanDuration: 5.0ms
------SpanID: b92fe7d77a9325e1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755155556000, SpanDuration: 7.0ms
------SpanID: b92fe7d77a9325e1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755155558000, SpanDuration: 4.0ms
--SpanID: b81a257983a3e068, SpanName: http:/orderother/calculate, SpanKind: CLIENT, Timestamp:1694755155593000, SpanDuration: 8975.0ms
--SpanID: b81a257983a3e068, SpanName: http:/orderother/calculate, SpanKind: SERVER, Timestamp:1694755164121000, SpanDuration: 445.0ms
--SpanID: 46c9bb8d0e2ed0a8, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694755164569000, SpanDuration: 25.0ms
----SpanID: da2eec9568b09400, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694755164574000, SpanDuration: 18.0ms
------SpanID: 7dfe0fdad8fb76de, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164580000, SpanDuration: 9.0ms
------SpanID: 7dfe0fdad8fb76de, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164583000, SpanDuration: 6.0ms
----SpanID: da2eec9568b09400, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694755164577000, SpanDuration: 14.0ms
------SpanID: 7dfe0fdad8fb76de, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164580000, SpanDuration: 9.0ms
------SpanID: 7dfe0fdad8fb76de, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164583000, SpanDuration: 6.0ms
--SpanID: 46c9bb8d0e2ed0a8, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694755164571000, SpanDuration: 22.0ms
----SpanID: da2eec9568b09400, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694755164574000, SpanDuration: 18.0ms
------SpanID: 7dfe0fdad8fb76de, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164580000, SpanDuration: 9.0ms
------SpanID: 7dfe0fdad8fb76de, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164583000, SpanDuration: 6.0ms
----SpanID: da2eec9568b09400, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694755164577000, SpanDuration: 14.0ms
------SpanID: 7dfe0fdad8fb76de, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164580000, SpanDuration: 9.0ms
------SpanID: 7dfe0fdad8fb76de, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164583000, SpanDuration: 6.0ms
--SpanID: 7374b97739210c1a, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694755164596000, SpanDuration: 21.0ms
----SpanID: 0f48037b7ff5d344, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694755164602000, SpanDuration: 13.0ms
------SpanID: 362e6b6dcef7c5a8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164607000, SpanDuration: 7.0ms
------SpanID: 362e6b6dcef7c5a8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164610000, SpanDuration: 3.0ms
----SpanID: 0f48037b7ff5d344, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694755164604000, SpanDuration: 11.0ms
------SpanID: 362e6b6dcef7c5a8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164607000, SpanDuration: 7.0ms
------SpanID: 362e6b6dcef7c5a8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164610000, SpanDuration: 3.0ms
--SpanID: 7374b97739210c1a, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694755164599000, SpanDuration: 18.0ms
----SpanID: 0f48037b7ff5d344, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694755164602000, SpanDuration: 13.0ms
------SpanID: 362e6b6dcef7c5a8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164607000, SpanDuration: 7.0ms
------SpanID: 362e6b6dcef7c5a8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164610000, SpanDuration: 3.0ms
----SpanID: 0f48037b7ff5d344, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694755164604000, SpanDuration: 11.0ms
------SpanID: 362e6b6dcef7c5a8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164607000, SpanDuration: 7.0ms
------SpanID: 362e6b6dcef7c5a8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164610000, SpanDuration: 3.0ms
--SpanID: 292d6792caff87c0, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694755164619000, SpanDuration: 25.0ms
----SpanID: 97e1c2769226ba36, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694755164623000, SpanDuration: 18.0ms
------SpanID: 0cbfb87f4fd684e5, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164634000, SpanDuration: 6.0ms
------SpanID: 0cbfb87f4fd684e5, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164636000, SpanDuration: 4.0ms
----SpanID: 97e1c2769226ba36, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694755164632000, SpanDuration: 9.0ms
------SpanID: 0cbfb87f4fd684e5, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164634000, SpanDuration: 6.0ms
------SpanID: 0cbfb87f4fd684e5, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164636000, SpanDuration: 4.0ms
--SpanID: 292d6792caff87c0, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694755164621000, SpanDuration: 22.0ms
----SpanID: 97e1c2769226ba36, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694755164623000, SpanDuration: 18.0ms
------SpanID: 0cbfb87f4fd684e5, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164634000, SpanDuration: 6.0ms
------SpanID: 0cbfb87f4fd684e5, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164636000, SpanDuration: 4.0ms
----SpanID: 97e1c2769226ba36, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694755164632000, SpanDuration: 9.0ms
------SpanID: 0cbfb87f4fd684e5, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164634000, SpanDuration: 6.0ms
------SpanID: 0cbfb87f4fd684e5, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164636000, SpanDuration: 4.0ms
--SpanID: 0614f970cb341c8c, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694755164645000, SpanDuration: 24.0ms
----SpanID: 11c5b5e6293f9a47, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694755164651000, SpanDuration: 16.0ms
------SpanID: 62f472a96119ad9a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164656000, SpanDuration: 8.0ms
------SpanID: 62f472a96119ad9a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164658000, SpanDuration: 5.0ms
----SpanID: 11c5b5e6293f9a47, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694755164653000, SpanDuration: 13.0ms
------SpanID: 62f472a96119ad9a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164656000, SpanDuration: 8.0ms
------SpanID: 62f472a96119ad9a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164658000, SpanDuration: 5.0ms
--SpanID: 0614f970cb341c8c, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694755164648000, SpanDuration: 20.0ms
----SpanID: 11c5b5e6293f9a47, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694755164651000, SpanDuration: 16.0ms
------SpanID: 62f472a96119ad9a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164656000, SpanDuration: 8.0ms
------SpanID: 62f472a96119ad9a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164658000, SpanDuration: 5.0ms
----SpanID: 11c5b5e6293f9a47, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694755164653000, SpanDuration: 13.0ms
------SpanID: 62f472a96119ad9a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694755164656000, SpanDuration: 8.0ms
------SpanID: 62f472a96119ad9a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694755164658000, SpanDuration: 5.0ms
--SpanID: 6da49b4daffcd6bd, SpanName: http:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1694755164673000, SpanDuration: 530.0ms
----SpanID: f8867c39a2187e57, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1694755164831000, SpanDuration: 41.0ms
------SpanID: de06ce0d065964c9, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1694755164851000, SpanDuration: 8.0ms
------SpanID: de06ce0d065964c9, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1694755164852000, SpanDuration: 6.0ms
----SpanID: f8867c39a2187e57, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1694755164842000, SpanDuration: 25.0ms
------SpanID: de06ce0d065964c9, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1694755164851000, SpanDuration: 8.0ms
