SpanID: 48caca21ead1c381, SpanName: http:/inside_payment/pay, SpanKind: SERVER, Timestamp:1693985880479000, SpanDuration: 6203.648ms
----SpanID: 7d54e9c5dd5e6dfb, SpanName: http:/verifylogintoken/0ddc0342-9b0e-4021-95ec-89f, SpanKind: SERVER, Timestamp:1693985872974000, SpanDuration: 7.0ms
--SpanID: ea1d368cec66c88f, SpanName: http:/contacts/getcontactsbyid/, SpanKind: SERVER, Timestamp:1693985872967000, SpanDuration: 19.0ms
----SpanID: 7d54e9c5dd5e6dfb, SpanName: http:/verifylogintoken/0ddc0342-9b0e-4021-95ec-89f, SpanKind: CLIENT, Timestamp:1693985872972000, SpanDuration: 9.0ms
----SpanID: 7d54e9c5dd5e6dfb, SpanName: http:/verifylogintoken/0ddc0342-9b0e-4021-95ec-89f, SpanKind: SERVER, Timestamp:1693985872974000, SpanDuration: 7.0ms
--SpanID: 16d458ff3da042c9, SpanName: http:/travel2/gettripalldetailinfo/, SpanKind: CLIENT, Timestamp:1693985872999000, SpanDuration: 387.0ms
----SpanID: 6f3ef3c85a1eca7f, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873012000, SpanDuration: 20.0ms
------SpanID: 4fa55a5a1ecd1ee4, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873017000, SpanDuration: 13.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873022000, SpanDuration: 6.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873024000, SpanDuration: 3.0ms
------SpanID: 4fa55a5a1ecd1ee4, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873019000, SpanDuration: 10.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873022000, SpanDuration: 6.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873024000, SpanDuration: 3.0ms
----SpanID: 6f3ef3c85a1eca7f, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693985873015000, SpanDuration: 16.0ms
------SpanID: 4fa55a5a1ecd1ee4, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873017000, SpanDuration: 13.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873022000, SpanDuration: 6.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873024000, SpanDuration: 3.0ms
------SpanID: 4fa55a5a1ecd1ee4, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873019000, SpanDuration: 10.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873022000, SpanDuration: 6.0ms
--------SpanID: 3224f9ac72e54b5c, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873024000, SpanDuration: 3.0ms
----SpanID: aca872df989f6d09, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873033000, SpanDuration: 18.0ms
------SpanID: e5293f561bebfcfe, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873037000, SpanDuration: 12.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873041000, SpanDuration: 7.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873044000, SpanDuration: 3.0ms
------SpanID: e5293f561bebfcfe, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873039000, SpanDuration: 10.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873041000, SpanDuration: 7.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873044000, SpanDuration: 3.0ms
----SpanID: aca872df989f6d09, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693985873035000, SpanDuration: 15.0ms
------SpanID: e5293f561bebfcfe, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873037000, SpanDuration: 12.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873041000, SpanDuration: 7.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873044000, SpanDuration: 3.0ms
------SpanID: e5293f561bebfcfe, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873039000, SpanDuration: 10.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873041000, SpanDuration: 7.0ms
--------SpanID: 803efb35b031dbe1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873044000, SpanDuration: 3.0ms
----SpanID: 6b7f2f10a4feb140, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873052000, SpanDuration: 6.0ms
----SpanID: 6b7f2f10a4feb140, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873053000, SpanDuration: 4.0ms
----SpanID: ee07d1b62f518823, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1693985873059000, SpanDuration: 66.0ms
------SpanID: c0bc844231a72147, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693985873063000, SpanDuration: 60.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873069000, SpanDuration: 6.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873071000, SpanDuration: 3.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873076000, SpanDuration: 7.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873078000, SpanDuration: 4.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873084000, SpanDuration: 7.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873085000, SpanDuration: 5.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873092000, SpanDuration: 6.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873093000, SpanDuration: 4.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693985873099000, SpanDuration: 9.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693985873100000, SpanDuration: 7.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873108000, SpanDuration: 6.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873110000, SpanDuration: 4.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873115000, SpanDuration: 6.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873117000, SpanDuration: 3.0ms
------SpanID: c0bc844231a72147, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693985873065000, SpanDuration: 57.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873069000, SpanDuration: 6.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873071000, SpanDuration: 3.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873076000, SpanDuration: 7.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873078000, SpanDuration: 4.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873084000, SpanDuration: 7.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873085000, SpanDuration: 5.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873092000, SpanDuration: 6.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873093000, SpanDuration: 4.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693985873099000, SpanDuration: 9.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693985873100000, SpanDuration: 7.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873108000, SpanDuration: 6.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873110000, SpanDuration: 4.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873115000, SpanDuration: 6.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873117000, SpanDuration: 3.0ms
----SpanID: ee07d1b62f518823, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1693985873061000, SpanDuration: 63.0ms
------SpanID: c0bc844231a72147, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693985873063000, SpanDuration: 60.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873069000, SpanDuration: 6.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873071000, SpanDuration: 3.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873076000, SpanDuration: 7.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873078000, SpanDuration: 4.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873084000, SpanDuration: 7.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873085000, SpanDuration: 5.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873092000, SpanDuration: 6.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873093000, SpanDuration: 4.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693985873099000, SpanDuration: 9.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693985873100000, SpanDuration: 7.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873108000, SpanDuration: 6.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873110000, SpanDuration: 4.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873115000, SpanDuration: 6.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873117000, SpanDuration: 3.0ms
------SpanID: c0bc844231a72147, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693985873065000, SpanDuration: 57.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873069000, SpanDuration: 6.0ms
--------SpanID: 1a3ff38013a5c537, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873071000, SpanDuration: 3.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693985873076000, SpanDuration: 7.0ms
--------SpanID: ade35ab5cb0dc4bc, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693985873078000, SpanDuration: 4.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693985873084000, SpanDuration: 7.0ms
--------SpanID: 205d1b8317a85f16, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693985873085000, SpanDuration: 5.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873092000, SpanDuration: 6.0ms
--------SpanID: b74a8f6b78b324f4, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873093000, SpanDuration: 4.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693985873099000, SpanDuration: 9.0ms
--------SpanID: 5c4194a39fb7865c, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693985873100000, SpanDuration: 7.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873108000, SpanDuration: 6.0ms
--------SpanID: 9996d08695da4c79, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873110000, SpanDuration: 4.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873115000, SpanDuration: 6.0ms
--------SpanID: a6e38a12aea2e54b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873117000, SpanDuration: 3.0ms
----SpanID: 360f9074d45b3902, SpanName: http:/orderother/calculate, SpanKind: CLIENT, Timestamp:1693985873126000, SpanDuration: 8.0ms
----SpanID: 360f9074d45b3902, SpanName: http:/orderother/calculate, SpanKind: SERVER, Timestamp:1693985873128000, SpanDuration: 5.0ms
----SpanID: 724391694b1d1375, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873135000, SpanDuration: 16.0ms
------SpanID: af02f5bbd57cb50b, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873138000, SpanDuration: 11.0ms
--------SpanID: be713a18e2fa11a8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873141000, SpanDuration: 6.0ms
--------SpanID: be713a18e2fa11a8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873143000, SpanDuration: 4.0ms
------SpanID: af02f5bbd57cb50b, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873139000, SpanDuration: 9.0ms
--------SpanID: be713a18e2fa11a8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873141000, SpanDuration: 6.0ms
--------SpanID: be713a18e2fa11a8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873143000, SpanDuration: 4.0ms
----SpanID: 724391694b1d1375, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693985873136000, SpanDuration: 14.0ms
------SpanID: af02f5bbd57cb50b, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873138000, SpanDuration: 11.0ms
--------SpanID: be713a18e2fa11a8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873141000, SpanDuration: 6.0ms
--------SpanID: be713a18e2fa11a8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873143000, SpanDuration: 4.0ms
------SpanID: af02f5bbd57cb50b, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873139000, SpanDuration: 9.0ms
--------SpanID: be713a18e2fa11a8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873141000, SpanDuration: 6.0ms
--------SpanID: be713a18e2fa11a8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873143000, SpanDuration: 4.0ms
----SpanID: 8c5ec4e9d6b60fbf, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873155000, SpanDuration: 19.0ms
------SpanID: 5eaa549e1fb3a2ca, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873159000, SpanDuration: 13.0ms
--------SpanID: e8558b075b978d71, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873165000, SpanDuration: 6.0ms
--------SpanID: e8558b075b978d71, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873167000, SpanDuration: 3.0ms
------SpanID: 5eaa549e1fb3a2ca, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873162000, SpanDuration: 10.0ms
--------SpanID: e8558b075b978d71, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873165000, SpanDuration: 6.0ms
--------SpanID: e8558b075b978d71, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873167000, SpanDuration: 3.0ms
----SpanID: 8c5ec4e9d6b60fbf, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693985873157000, SpanDuration: 17.0ms
------SpanID: 5eaa549e1fb3a2ca, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873159000, SpanDuration: 13.0ms
--------SpanID: e8558b075b978d71, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873165000, SpanDuration: 6.0ms
--------SpanID: e8558b075b978d71, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873167000, SpanDuration: 3.0ms
------SpanID: 5eaa549e1fb3a2ca, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873162000, SpanDuration: 10.0ms
--------SpanID: e8558b075b978d71, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873165000, SpanDuration: 6.0ms
--------SpanID: e8558b075b978d71, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873167000, SpanDuration: 3.0ms
----SpanID: 6bc5cb64babba596, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873175000, SpanDuration: 17.0ms
------SpanID: fb2776ce794771da, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873179000, SpanDuration: 11.0ms
--------SpanID: 5ca8186d9799c2e1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873182000, SpanDuration: 5.0ms
--------SpanID: 5ca8186d9799c2e1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873185000, SpanDuration: 3.0ms
------SpanID: fb2776ce794771da, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873181000, SpanDuration: 9.0ms
--------SpanID: 5ca8186d9799c2e1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873182000, SpanDuration: 5.0ms
--------SpanID: 5ca8186d9799c2e1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873185000, SpanDuration: 3.0ms
----SpanID: 6bc5cb64babba596, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693985873177000, SpanDuration: 15.0ms
------SpanID: fb2776ce794771da, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873179000, SpanDuration: 11.0ms
--------SpanID: 5ca8186d9799c2e1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873182000, SpanDuration: 5.0ms
--------SpanID: 5ca8186d9799c2e1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873185000, SpanDuration: 3.0ms
------SpanID: fb2776ce794771da, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873181000, SpanDuration: 9.0ms
--------SpanID: 5ca8186d9799c2e1, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873182000, SpanDuration: 5.0ms
--------SpanID: 5ca8186d9799c2e1, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873185000, SpanDuration: 3.0ms
----SpanID: 749ef52764c9675e, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873193000, SpanDuration: 19.0ms
------SpanID: da9cb431cc55ff40, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873198000, SpanDuration: 12.0ms
--------SpanID: 7d255ebb19abd561, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873202000, SpanDuration: 6.0ms
--------SpanID: 7d255ebb19abd561, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873204000, SpanDuration: 3.0ms
------SpanID: da9cb431cc55ff40, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873200000, SpanDuration: 9.0ms
--------SpanID: 7d255ebb19abd561, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873202000, SpanDuration: 6.0ms
--------SpanID: 7d255ebb19abd561, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873204000, SpanDuration: 3.0ms
----SpanID: 749ef52764c9675e, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693985873196000, SpanDuration: 15.0ms
------SpanID: da9cb431cc55ff40, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693985873198000, SpanDuration: 12.0ms
--------SpanID: 7d255ebb19abd561, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873202000, SpanDuration: 6.0ms
--------SpanID: 7d255ebb19abd561, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873204000, SpanDuration: 3.0ms
------SpanID: da9cb431cc55ff40, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693985873200000, SpanDuration: 9.0ms
--------SpanID: 7d255ebb19abd561, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693985873202000, SpanDuration: 6.0ms
--------SpanID: 7d255ebb19abd561, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693985873204000, SpanDuration: 3.0ms
----SpanID: 68b3d30871944057, SpanName: http:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1693985873212000, SpanDuration: 62.0ms
------SpanID: a61af291b11302ff, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693985873219000, SpanDuration: 18.0ms
--------SpanID: 40887a55cab89e59, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873224000, SpanDuration: 11.0ms
--------SpanID: 40887a55cab89e59, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873225000, SpanDuration: 9.0ms
------SpanID: a61af291b11302ff, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693985873220000, SpanDuration: 16.0ms
--------SpanID: 40887a55cab89e59, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693985873224000, SpanDuration: 11.0ms
--------SpanID: 40887a55cab89e59, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693985873225000, SpanDuration: 9.0ms
------SpanID: ca307f8a83c59869, SpanName: http:/orderother/getticketlistbydateandtripid, SpanKind: CLIENT, Timestamp:1693985873238000, SpanDuration: 8.0ms
