SpanID: b7f3ac631dfb88cf, SpanName: http:/inside_payment/pay, SpanKind: SERVER, Timestamp:1693988774308000, SpanDuration: 428.071ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766867000, SpanDuration: 3.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766872000, SpanDuration: 10.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766875000, SpanDuration: 5.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988766882000, SpanDuration: 8.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988766884000, SpanDuration: 5.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988766890000, SpanDuration: 6.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988766892000, SpanDuration: 4.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693988766898000, SpanDuration: 8.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693988766899000, SpanDuration: 6.0ms
--------SpanID: 7ebda4cdac6893d7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766907000, SpanDuration: 6.0ms
--------SpanID: 7ebda4cdac6893d7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766909000, SpanDuration: 3.0ms
--------SpanID: 60eae10f269b0459, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766914000, SpanDuration: 5.0ms
--------SpanID: 60eae10f269b0459, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766916000, SpanDuration: 2.0ms
----SpanID: 0437c5e686e2bea4, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1693988766856000, SpanDuration: 66.0ms
------SpanID: 14ba8c57994f8186, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693988766858000, SpanDuration: 63.0ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766864000, SpanDuration: 6.0ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766867000, SpanDuration: 3.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766872000, SpanDuration: 10.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766875000, SpanDuration: 5.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988766882000, SpanDuration: 8.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988766884000, SpanDuration: 5.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988766890000, SpanDuration: 6.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988766892000, SpanDuration: 4.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693988766898000, SpanDuration: 8.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693988766899000, SpanDuration: 6.0ms
--------SpanID: 7ebda4cdac6893d7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766907000, SpanDuration: 6.0ms
--------SpanID: 7ebda4cdac6893d7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766909000, SpanDuration: 3.0ms
--------SpanID: 60eae10f269b0459, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766914000, SpanDuration: 5.0ms
--------SpanID: 60eae10f269b0459, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766916000, SpanDuration: 2.0ms
------SpanID: 14ba8c57994f8186, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693988766861000, SpanDuration: 59.0ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766864000, SpanDuration: 6.0ms
--------SpanID: 1db8024f38d5547c, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766867000, SpanDuration: 3.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693988766872000, SpanDuration: 10.0ms
--------SpanID: 6cee3df673e5167e, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693988766875000, SpanDuration: 5.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693988766882000, SpanDuration: 8.0ms
--------SpanID: 7159b726034af1d6, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693988766884000, SpanDuration: 5.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988766890000, SpanDuration: 6.0ms
--------SpanID: 51ca8b6a43f1d3c2, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988766892000, SpanDuration: 4.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693988766898000, SpanDuration: 8.0ms
--------SpanID: 99a8bc3d035d33e3, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693988766899000, SpanDuration: 6.0ms
--------SpanID: 7ebda4cdac6893d7, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766907000, SpanDuration: 6.0ms
--------SpanID: 7ebda4cdac6893d7, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766909000, SpanDuration: 3.0ms
--------SpanID: 60eae10f269b0459, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766914000, SpanDuration: 5.0ms
--------SpanID: 60eae10f269b0459, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766916000, SpanDuration: 2.0ms
----SpanID: bb6192ff6dc11bfc, SpanName: http:/orderother/calculate, SpanKind: CLIENT, Timestamp:1693988766924000, SpanDuration: 13.0ms
----SpanID: bb6192ff6dc11bfc, SpanName: http:/orderother/calculate, SpanKind: SERVER, Timestamp:1693988766925000, SpanDuration: 11.0ms
----SpanID: ca64306f1003af25, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766938000, SpanDuration: 17.0ms
------SpanID: 08b1c6e575122515, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766941000, SpanDuration: 11.0ms
--------SpanID: c511d905af47cc9a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766944000, SpanDuration: 7.0ms
--------SpanID: c511d905af47cc9a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766946000, SpanDuration: 4.0ms
------SpanID: 08b1c6e575122515, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988766942000, SpanDuration: 10.0ms
--------SpanID: c511d905af47cc9a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766944000, SpanDuration: 7.0ms
--------SpanID: c511d905af47cc9a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766946000, SpanDuration: 4.0ms
----SpanID: ca64306f1003af25, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693988766939000, SpanDuration: 14.0ms
------SpanID: 08b1c6e575122515, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766941000, SpanDuration: 11.0ms
--------SpanID: c511d905af47cc9a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766944000, SpanDuration: 7.0ms
--------SpanID: c511d905af47cc9a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766946000, SpanDuration: 4.0ms
------SpanID: 08b1c6e575122515, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988766942000, SpanDuration: 10.0ms
--------SpanID: c511d905af47cc9a, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766944000, SpanDuration: 7.0ms
--------SpanID: c511d905af47cc9a, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766946000, SpanDuration: 4.0ms
----SpanID: 43cac4b12b9ede58, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766956000, SpanDuration: 20.0ms
------SpanID: 22571b8f9860f094, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766961000, SpanDuration: 13.0ms
--------SpanID: 66b8e1778908d1f6, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766965000, SpanDuration: 6.0ms
--------SpanID: 66b8e1778908d1f6, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766968000, SpanDuration: 4.0ms
------SpanID: 22571b8f9860f094, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988766964000, SpanDuration: 9.0ms
--------SpanID: 66b8e1778908d1f6, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766965000, SpanDuration: 6.0ms
--------SpanID: 66b8e1778908d1f6, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766968000, SpanDuration: 4.0ms
----SpanID: 43cac4b12b9ede58, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693988766959000, SpanDuration: 16.0ms
------SpanID: 22571b8f9860f094, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766961000, SpanDuration: 13.0ms
--------SpanID: 66b8e1778908d1f6, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766965000, SpanDuration: 6.0ms
--------SpanID: 66b8e1778908d1f6, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766968000, SpanDuration: 4.0ms
------SpanID: 22571b8f9860f094, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988766964000, SpanDuration: 9.0ms
--------SpanID: 66b8e1778908d1f6, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766965000, SpanDuration: 6.0ms
--------SpanID: 66b8e1778908d1f6, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766968000, SpanDuration: 4.0ms
----SpanID: e2c5d5aca840f92b, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766976000, SpanDuration: 17.0ms
------SpanID: 98e769d1ebc1cf29, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766980000, SpanDuration: 10.0ms
--------SpanID: 3da86b64586be131, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766984000, SpanDuration: 6.0ms
--------SpanID: 3da86b64586be131, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766986000, SpanDuration: 4.0ms
------SpanID: 98e769d1ebc1cf29, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988766983000, SpanDuration: 8.0ms
--------SpanID: 3da86b64586be131, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766984000, SpanDuration: 6.0ms
--------SpanID: 3da86b64586be131, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766986000, SpanDuration: 4.0ms
----SpanID: e2c5d5aca840f92b, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693988766978000, SpanDuration: 15.0ms
------SpanID: 98e769d1ebc1cf29, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766980000, SpanDuration: 10.0ms
--------SpanID: 3da86b64586be131, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766984000, SpanDuration: 6.0ms
--------SpanID: 3da86b64586be131, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766986000, SpanDuration: 4.0ms
------SpanID: 98e769d1ebc1cf29, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988766983000, SpanDuration: 8.0ms
--------SpanID: 3da86b64586be131, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988766984000, SpanDuration: 6.0ms
--------SpanID: 3da86b64586be131, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988766986000, SpanDuration: 4.0ms
----SpanID: e535bf88c23a3f4b, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693988766994000, SpanDuration: 24.0ms
------SpanID: c2c1fe89bb93f1a7, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988767003000, SpanDuration: 13.0ms
--------SpanID: 243a1de3e32e4fd8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988767007000, SpanDuration: 7.0ms
--------SpanID: 243a1de3e32e4fd8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988767010000, SpanDuration: 4.0ms
------SpanID: c2c1fe89bb93f1a7, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988767005000, SpanDuration: 11.0ms
--------SpanID: 243a1de3e32e4fd8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988767007000, SpanDuration: 7.0ms
--------SpanID: 243a1de3e32e4fd8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988767010000, SpanDuration: 4.0ms
----SpanID: e535bf88c23a3f4b, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693988766997000, SpanDuration: 21.0ms
------SpanID: c2c1fe89bb93f1a7, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693988767003000, SpanDuration: 13.0ms
--------SpanID: 243a1de3e32e4fd8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988767007000, SpanDuration: 7.0ms
--------SpanID: 243a1de3e32e4fd8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988767010000, SpanDuration: 4.0ms
------SpanID: c2c1fe89bb93f1a7, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693988767005000, SpanDuration: 11.0ms
--------SpanID: 243a1de3e32e4fd8, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693988767007000, SpanDuration: 7.0ms
--------SpanID: 243a1de3e32e4fd8, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693988767010000, SpanDuration: 4.0ms
----SpanID: a735ca8c9256b401, SpanName: http:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1693988767019000, SpanDuration: 56.0ms
------SpanID: 3c16b0d13bdeb3c4, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: CLIENT, Timestamp:1693988767025000, SpanDuration: 13.0ms
--------SpanID: 99fed5afbac5471f, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988767030000, SpanDuration: 5.0ms
--------SpanID: 99fed5afbac5471f, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693988767031000, SpanDuration: 4.0ms
------SpanID: 3c16b0d13bdeb3c4, SpanName: http:/travel2/getroutebytripid/z1234, SpanKind: SERVER, Timestamp:1693988767026000, SpanDuration: 11.0ms
--------SpanID: 99fed5afbac5471f, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693988767030000, SpanDuration: 5.0ms
