SpanID: b013688adfcc349e, SpanName: http:/travel/query, SpanKind: SERVER, Timestamp:1694586641612000, SpanDuration: 1437.108ms
------SpanID: caa7923a5240afce, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694586641658000, SpanDuration: 17.0ms
------SpanID: f387eab179d4e387, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586641663000, SpanDuration: 9.0ms
--------SpanID: 7ae79b2dc9e4ce09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586641663000, SpanDuration: 9.0ms
------SpanID: f387eab179d4e387, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694586641665000, SpanDuration: 5.6ms
--------SpanID: 7ae79b2dc9e4ce09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586641663000, SpanDuration: 9.0ms
----SpanID: 723304710310f95e, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694586641660000, SpanDuration: 16.659ms
------SpanID: caa7923a5240afce, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694586641658000, SpanDuration: 17.0ms
------SpanID: f387eab179d4e387, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586641663000, SpanDuration: 9.0ms
--------SpanID: 7ae79b2dc9e4ce09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586641663000, SpanDuration: 9.0ms
------SpanID: f387eab179d4e387, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694586641665000, SpanDuration: 5.6ms
--------SpanID: 7ae79b2dc9e4ce09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586641663000, SpanDuration: 9.0ms
--SpanID: dd42579954927b5b, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1694586641654000, SpanDuration: 23.987ms
----SpanID: fdc588a63cbc15be, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1694586641648000, SpanDuration: 31.0ms
----SpanID: 723304710310f95e, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694586641658000, SpanDuration: 18.0ms
------SpanID: caa7923a5240afce, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694586641658000, SpanDuration: 17.0ms
------SpanID: f387eab179d4e387, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586641663000, SpanDuration: 9.0ms
--------SpanID: 7ae79b2dc9e4ce09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586641663000, SpanDuration: 9.0ms
------SpanID: f387eab179d4e387, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694586641665000, SpanDuration: 5.6ms
--------SpanID: 7ae79b2dc9e4ce09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586641663000, SpanDuration: 9.0ms
----SpanID: 723304710310f95e, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1694586641660000, SpanDuration: 16.659ms
------SpanID: caa7923a5240afce, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1694586641658000, SpanDuration: 17.0ms
------SpanID: f387eab179d4e387, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586641663000, SpanDuration: 9.0ms
--------SpanID: 7ae79b2dc9e4ce09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586641663000, SpanDuration: 9.0ms
------SpanID: f387eab179d4e387, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694586641665000, SpanDuration: 5.6ms
--------SpanID: 7ae79b2dc9e4ce09, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586641663000, SpanDuration: 9.0ms
--SpanID: fab3ed8750906fae, SpanName: http:/route/querybyid/92708982-77af-4318-be25-57cc, SpanKind: CLIENT, Timestamp:1694586641685000, SpanDuration: 12.0ms
----SpanID: 748c3865f6c740ed, SpanName: http:/route/querybyid/92708982-77af-4318-be25-57cc, SpanKind: CLIENT, Timestamp:1694586641685000, SpanDuration: 11.0ms
--SpanID: fab3ed8750906fae, SpanName: http:/route/querybyid/92708982-77af-4318-be25-57cc, SpanKind: SERVER, Timestamp:1694586641689000, SpanDuration: 6.592ms
----SpanID: 748c3865f6c740ed, SpanName: http:/route/querybyid/92708982-77af-4318-be25-57cc, SpanKind: CLIENT, Timestamp:1694586641685000, SpanDuration: 11.0ms
--SpanID: a3d89c2290913651, SpanName: http:/route/querybyid/aefcef3f-3f42-46e8-afd7-6cb2, SpanKind: CLIENT, Timestamp:1694586641697000, SpanDuration: 12.0ms
----SpanID: df37abee1fb5c581, SpanName: http:/route/querybyid/aefcef3f-3f42-46e8-afd7-6cb2, SpanKind: CLIENT, Timestamp:1694586641697000, SpanDuration: 11.0ms
--SpanID: a3d89c2290913651, SpanName: http:/route/querybyid/aefcef3f-3f42-46e8-afd7-6cb2, SpanKind: SERVER, Timestamp:1694586641699000, SpanDuration: 9.085ms
----SpanID: df37abee1fb5c581, SpanName: http:/route/querybyid/aefcef3f-3f42-46e8-afd7-6cb2, SpanKind: CLIENT, Timestamp:1694586641697000, SpanDuration: 11.0ms
--SpanID: 1778071b40205e5c, SpanName: http:/route/querybyid/a3f256c1-0e43-4f7d-9c21-121b, SpanKind: CLIENT, Timestamp:1694586641709000, SpanDuration: 10.0ms
----SpanID: 49c455ad78a3ca58, SpanName: http:/route/querybyid/a3f256c1-0e43-4f7d-9c21-121b, SpanKind: CLIENT, Timestamp:1694586641709000, SpanDuration: 10.0ms
--SpanID: 1778071b40205e5c, SpanName: http:/route/querybyid/a3f256c1-0e43-4f7d-9c21-121b, SpanKind: SERVER, Timestamp:1694586641714000, SpanDuration: 4.089ms
----SpanID: 49c455ad78a3ca58, SpanName: http:/route/querybyid/a3f256c1-0e43-4f7d-9c21-121b, SpanKind: CLIENT, Timestamp:1694586641709000, SpanDuration: 10.0ms
--SpanID: 9506f420eea1f75e, SpanName: http:/route/querybyid/084837bb-53c8-4438-87c8-0321, SpanKind: CLIENT, Timestamp:1694586641720000, SpanDuration: 10.0ms
----SpanID: 205db17fc876bae6, SpanName: http:/route/querybyid/084837bb-53c8-4438-87c8-0321, SpanKind: CLIENT, Timestamp:1694586641720000, SpanDuration: 10.0ms
--SpanID: 9506f420eea1f75e, SpanName: http:/route/querybyid/084837bb-53c8-4438-87c8-0321, SpanKind: SERVER, Timestamp:1694586641725000, SpanDuration: 4.739ms
----SpanID: 205db17fc876bae6, SpanName: http:/route/querybyid/084837bb-53c8-4438-87c8-0321, SpanKind: CLIENT, Timestamp:1694586641720000, SpanDuration: 10.0ms
--SpanID: 4b3b40ca796d1b6c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694586641731000, SpanDuration: 6.0ms
----SpanID: 57290730c1a4b16b, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694586641731000, SpanDuration: 6.0ms
--SpanID: 4b3b40ca796d1b6c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694586641733000, SpanDuration: 3.581ms
----SpanID: 57290730c1a4b16b, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694586641731000, SpanDuration: 6.0ms
--SpanID: 574ed2b9783c867d, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1694586641746000, SpanDuration: 438.0ms
----SpanID: 179b513fb1cbd064, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1694586641746000, SpanDuration: 438.0ms
----SpanID: b1cffe0a8ecbfbbd, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1694586641767000, SpanDuration: 410.0ms
------SpanID: d02cdc97d4f2849f, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1694586641767000, SpanDuration: 409.0ms
------SpanID: 13b768448dadefd7, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641780000, SpanDuration: 13.0ms
--------SpanID: 3d93316f9f702326, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641780000, SpanDuration: 12.0ms
------SpanID: 13b768448dadefd7, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694586641782000, SpanDuration: 8.785ms
--------SpanID: 3d93316f9f702326, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641780000, SpanDuration: 12.0ms
------SpanID: bef996ac9dc75ded, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641793000, SpanDuration: 7.0ms
--------SpanID: b76ac5ff95c21b2e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641793000, SpanDuration: 7.0ms
------SpanID: bef996ac9dc75ded, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694586641794000, SpanDuration: 5.103ms
--------SpanID: b76ac5ff95c21b2e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641793000, SpanDuration: 7.0ms
------SpanID: 573e0f2631eb6003, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694586641802000, SpanDuration: 170.0ms
--------SpanID: 050c2e6b11b52ccd, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694586641802000, SpanDuration: 170.0ms
------SpanID: 573e0f2631eb6003, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694586641877000, SpanDuration: 87.668ms
--------SpanID: 050c2e6b11b52ccd, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694586641802000, SpanDuration: 170.0ms
------SpanID: 99207af5d808e539, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694586641979000, SpanDuration: 8.0ms
--------SpanID: 767ff216566e1dfd, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694586641979000, SpanDuration: 7.0ms
------SpanID: 99207af5d808e539, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694586641982000, SpanDuration: 4.091ms
--------SpanID: 767ff216566e1dfd, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694586641979000, SpanDuration: 7.0ms
------SpanID: 23e9c8538b3a5d75, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694586641992000, SpanDuration: 162.0ms
--------SpanID: cf498a4dd0494488, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694586641992000, SpanDuration: 162.0ms
------SpanID: 23e9c8538b3a5d75, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694586642063000, SpanDuration: 83.957ms
--------SpanID: cf498a4dd0494488, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694586641992000, SpanDuration: 162.0ms
------SpanID: 7a3b3aa6b51a5784, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642155000, SpanDuration: 6.0ms
--------SpanID: deb30f9b8c3ccacb, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642155000, SpanDuration: 6.0ms
------SpanID: 7a3b3aa6b51a5784, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694586642156000, SpanDuration: 4.52ms
--------SpanID: deb30f9b8c3ccacb, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642155000, SpanDuration: 6.0ms
------SpanID: 7d5dc9f295415d85, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642162000, SpanDuration: 5.0ms
--------SpanID: 8895e85c8a93fcbc, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642162000, SpanDuration: 4.0ms
------SpanID: 7d5dc9f295415d85, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694586642163000, SpanDuration: 3.097ms
--------SpanID: 8895e85c8a93fcbc, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642162000, SpanDuration: 4.0ms
----SpanID: b1cffe0a8ecbfbbd, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1694586641769000, SpanDuration: 405.762ms
------SpanID: d02cdc97d4f2849f, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1694586641767000, SpanDuration: 409.0ms
------SpanID: 13b768448dadefd7, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641780000, SpanDuration: 13.0ms
--------SpanID: 3d93316f9f702326, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641780000, SpanDuration: 12.0ms
------SpanID: 13b768448dadefd7, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694586641782000, SpanDuration: 8.785ms
--------SpanID: 3d93316f9f702326, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641780000, SpanDuration: 12.0ms
------SpanID: bef996ac9dc75ded, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641793000, SpanDuration: 7.0ms
--------SpanID: b76ac5ff95c21b2e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641793000, SpanDuration: 7.0ms
------SpanID: bef996ac9dc75ded, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694586641794000, SpanDuration: 5.103ms
--------SpanID: b76ac5ff95c21b2e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641793000, SpanDuration: 7.0ms
------SpanID: 573e0f2631eb6003, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694586641802000, SpanDuration: 170.0ms
--------SpanID: 050c2e6b11b52ccd, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694586641802000, SpanDuration: 170.0ms
------SpanID: 573e0f2631eb6003, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694586641877000, SpanDuration: 87.668ms
--------SpanID: 050c2e6b11b52ccd, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694586641802000, SpanDuration: 170.0ms
------SpanID: 99207af5d808e539, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694586641979000, SpanDuration: 8.0ms
--------SpanID: 767ff216566e1dfd, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694586641979000, SpanDuration: 7.0ms
------SpanID: 99207af5d808e539, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694586641982000, SpanDuration: 4.091ms
--------SpanID: 767ff216566e1dfd, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694586641979000, SpanDuration: 7.0ms
------SpanID: 23e9c8538b3a5d75, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694586641992000, SpanDuration: 162.0ms
--------SpanID: cf498a4dd0494488, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694586641992000, SpanDuration: 162.0ms
------SpanID: 23e9c8538b3a5d75, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694586642063000, SpanDuration: 83.957ms
--------SpanID: cf498a4dd0494488, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694586641992000, SpanDuration: 162.0ms
------SpanID: 7a3b3aa6b51a5784, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642155000, SpanDuration: 6.0ms
--------SpanID: deb30f9b8c3ccacb, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642155000, SpanDuration: 6.0ms
------SpanID: 7a3b3aa6b51a5784, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694586642156000, SpanDuration: 4.52ms
--------SpanID: deb30f9b8c3ccacb, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642155000, SpanDuration: 6.0ms
------SpanID: 7d5dc9f295415d85, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642162000, SpanDuration: 5.0ms
--------SpanID: 8895e85c8a93fcbc, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642162000, SpanDuration: 4.0ms
------SpanID: 7d5dc9f295415d85, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694586642163000, SpanDuration: 3.097ms
--------SpanID: 8895e85c8a93fcbc, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642162000, SpanDuration: 4.0ms
--SpanID: 574ed2b9783c867d, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1694586641748000, SpanDuration: 435.515ms
----SpanID: 179b513fb1cbd064, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1694586641746000, SpanDuration: 438.0ms
----SpanID: b1cffe0a8ecbfbbd, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1694586641767000, SpanDuration: 410.0ms
------SpanID: d02cdc97d4f2849f, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1694586641767000, SpanDuration: 409.0ms
------SpanID: 13b768448dadefd7, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641780000, SpanDuration: 13.0ms
--------SpanID: 3d93316f9f702326, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641780000, SpanDuration: 12.0ms
------SpanID: 13b768448dadefd7, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694586641782000, SpanDuration: 8.785ms
--------SpanID: 3d93316f9f702326, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641780000, SpanDuration: 12.0ms
------SpanID: bef996ac9dc75ded, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641793000, SpanDuration: 7.0ms
--------SpanID: b76ac5ff95c21b2e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641793000, SpanDuration: 7.0ms
------SpanID: bef996ac9dc75ded, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694586641794000, SpanDuration: 5.103ms
--------SpanID: b76ac5ff95c21b2e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641793000, SpanDuration: 7.0ms
------SpanID: 573e0f2631eb6003, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694586641802000, SpanDuration: 170.0ms
--------SpanID: 050c2e6b11b52ccd, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694586641802000, SpanDuration: 170.0ms
------SpanID: 573e0f2631eb6003, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1694586641877000, SpanDuration: 87.668ms
--------SpanID: 050c2e6b11b52ccd, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1694586641802000, SpanDuration: 170.0ms
------SpanID: 99207af5d808e539, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694586641979000, SpanDuration: 8.0ms
--------SpanID: 767ff216566e1dfd, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694586641979000, SpanDuration: 7.0ms
------SpanID: 99207af5d808e539, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1694586641982000, SpanDuration: 4.091ms
--------SpanID: 767ff216566e1dfd, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1694586641979000, SpanDuration: 7.0ms
------SpanID: 23e9c8538b3a5d75, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694586641992000, SpanDuration: 162.0ms
--------SpanID: cf498a4dd0494488, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694586641992000, SpanDuration: 162.0ms
------SpanID: 23e9c8538b3a5d75, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1694586642063000, SpanDuration: 83.957ms
--------SpanID: cf498a4dd0494488, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1694586641992000, SpanDuration: 162.0ms
------SpanID: 7a3b3aa6b51a5784, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642155000, SpanDuration: 6.0ms
--------SpanID: deb30f9b8c3ccacb, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642155000, SpanDuration: 6.0ms
------SpanID: 7a3b3aa6b51a5784, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694586642156000, SpanDuration: 4.52ms
--------SpanID: deb30f9b8c3ccacb, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642155000, SpanDuration: 6.0ms
------SpanID: 7d5dc9f295415d85, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642162000, SpanDuration: 5.0ms
--------SpanID: 8895e85c8a93fcbc, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642162000, SpanDuration: 4.0ms
------SpanID: 7d5dc9f295415d85, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1694586642163000, SpanDuration: 3.097ms
--------SpanID: 8895e85c8a93fcbc, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1694586642162000, SpanDuration: 4.0ms
----SpanID: b1cffe0a8ecbfbbd, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1694586641769000, SpanDuration: 405.762ms
------SpanID: d02cdc97d4f2849f, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1694586641767000, SpanDuration: 409.0ms
------SpanID: 13b768448dadefd7, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641780000, SpanDuration: 13.0ms
--------SpanID: 3d93316f9f702326, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641780000, SpanDuration: 12.0ms
------SpanID: 13b768448dadefd7, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694586641782000, SpanDuration: 8.785ms
--------SpanID: 3d93316f9f702326, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641780000, SpanDuration: 12.0ms
------SpanID: bef996ac9dc75ded, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641793000, SpanDuration: 7.0ms
--------SpanID: b76ac5ff95c21b2e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641793000, SpanDuration: 7.0ms
------SpanID: bef996ac9dc75ded, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1694586641794000, SpanDuration: 5.103ms
--------SpanID: b76ac5ff95c21b2e, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1694586641793000, SpanDuration: 7.0ms
