SpanID: 53af54f31bbe1c41, SpanName: http:/click/clicktwice, SpanKind: SERVER, Timestamp:1693472316699000, SpanDuration: 2031.327ms
--------------SpanID: d4d902d4d349ac81, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316847000, SpanDuration: 14.0ms
--------------SpanID: d4d902d4d349ac81, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316849000, SpanDuration: 11.0ms
----------SpanID: c892fbbd6b6190f9, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693472316865000, SpanDuration: 23.0ms
------------SpanID: 1bde0691cdb7bbe8, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472316869000, SpanDuration: 18.0ms
--------------SpanID: 3ffc123e700f98aa, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316875000, SpanDuration: 10.0ms
--------------SpanID: 3ffc123e700f98aa, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316878000, SpanDuration: 6.0ms
------------SpanID: 1bde0691cdb7bbe8, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472316874000, SpanDuration: 13.0ms
--------------SpanID: 3ffc123e700f98aa, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316875000, SpanDuration: 10.0ms
--------------SpanID: 3ffc123e700f98aa, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316878000, SpanDuration: 6.0ms
----------SpanID: c892fbbd6b6190f9, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693472316868000, SpanDuration: 21.0ms
------------SpanID: 1bde0691cdb7bbe8, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472316869000, SpanDuration: 18.0ms
--------------SpanID: 3ffc123e700f98aa, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316875000, SpanDuration: 10.0ms
--------------SpanID: 3ffc123e700f98aa, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316878000, SpanDuration: 6.0ms
------------SpanID: 1bde0691cdb7bbe8, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472316874000, SpanDuration: 13.0ms
--------------SpanID: 3ffc123e700f98aa, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316875000, SpanDuration: 10.0ms
--------------SpanID: 3ffc123e700f98aa, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316878000, SpanDuration: 6.0ms
----------SpanID: b880943b6065dd1c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472316890000, SpanDuration: 14.0ms
----------SpanID: b880943b6065dd1c, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472316894000, SpanDuration: 10.0ms
----------SpanID: 00aaefd9c1e85f6e, SpanName: http:/ticketinfo/queryfortravel, SpanKind: CLIENT, Timestamp:1693472316910000, SpanDuration: 76.0ms
------------SpanID: 0f512dea035f6ed3, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693472316915000, SpanDuration: 69.0ms
--------------SpanID: fe32539c37c1f684, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472316920000, SpanDuration: 12.0ms
--------------SpanID: fe32539c37c1f684, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472316922000, SpanDuration: 9.0ms
--------------SpanID: cbcf4363827ac6ed, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472316933000, SpanDuration: 8.0ms
--------------SpanID: cbcf4363827ac6ed, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472316937000, SpanDuration: 3.0ms
--------------SpanID: c9be6dbb7a8332a8, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472316943000, SpanDuration: 8.0ms
--------------SpanID: c9be6dbb7a8332a8, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472316944000, SpanDuration: 5.0ms
--------------SpanID: 62281e7ea9ee3de9, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472316952000, SpanDuration: 7.0ms
--------------SpanID: 62281e7ea9ee3de9, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472316953000, SpanDuration: 4.0ms
--------------SpanID: 187a1f22a97bf07e, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693472316960000, SpanDuration: 8.0ms
--------------SpanID: 187a1f22a97bf07e, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693472316961000, SpanDuration: 6.0ms
--------------SpanID: 4d63f5f3c6a22106, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316969000, SpanDuration: 7.0ms
--------------SpanID: 4d63f5f3c6a22106, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316972000, SpanDuration: 3.0ms
--------------SpanID: 9321a6b80f44491b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316976000, SpanDuration: 6.0ms
--------------SpanID: 9321a6b80f44491b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316978000, SpanDuration: 4.0ms
------------SpanID: 0f512dea035f6ed3, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693472316918000, SpanDuration: 65.0ms
--------------SpanID: fe32539c37c1f684, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472316920000, SpanDuration: 12.0ms
--------------SpanID: fe32539c37c1f684, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472316922000, SpanDuration: 9.0ms
--------------SpanID: cbcf4363827ac6ed, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472316933000, SpanDuration: 8.0ms
--------------SpanID: cbcf4363827ac6ed, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472316937000, SpanDuration: 3.0ms
--------------SpanID: c9be6dbb7a8332a8, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472316943000, SpanDuration: 8.0ms
--------------SpanID: c9be6dbb7a8332a8, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472316944000, SpanDuration: 5.0ms
--------------SpanID: 62281e7ea9ee3de9, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472316952000, SpanDuration: 7.0ms
--------------SpanID: 62281e7ea9ee3de9, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472316953000, SpanDuration: 4.0ms
--------------SpanID: 187a1f22a97bf07e, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693472316960000, SpanDuration: 8.0ms
--------------SpanID: 187a1f22a97bf07e, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693472316961000, SpanDuration: 6.0ms
--------------SpanID: 4d63f5f3c6a22106, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316969000, SpanDuration: 7.0ms
--------------SpanID: 4d63f5f3c6a22106, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316972000, SpanDuration: 3.0ms
--------------SpanID: 9321a6b80f44491b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316976000, SpanDuration: 6.0ms
--------------SpanID: 9321a6b80f44491b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316978000, SpanDuration: 4.0ms
----------SpanID: 00aaefd9c1e85f6e, SpanName: http:/ticketinfo/queryfortravel, SpanKind: SERVER, Timestamp:1693472316913000, SpanDuration: 72.0ms
------------SpanID: 0f512dea035f6ed3, SpanName: http:/basic/queryfortravel, SpanKind: CLIENT, Timestamp:1693472316915000, SpanDuration: 69.0ms
--------------SpanID: fe32539c37c1f684, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472316920000, SpanDuration: 12.0ms
--------------SpanID: fe32539c37c1f684, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472316922000, SpanDuration: 9.0ms
--------------SpanID: cbcf4363827ac6ed, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472316933000, SpanDuration: 8.0ms
--------------SpanID: cbcf4363827ac6ed, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472316937000, SpanDuration: 3.0ms
--------------SpanID: c9be6dbb7a8332a8, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472316943000, SpanDuration: 8.0ms
--------------SpanID: c9be6dbb7a8332a8, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472316944000, SpanDuration: 5.0ms
--------------SpanID: 62281e7ea9ee3de9, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472316952000, SpanDuration: 7.0ms
--------------SpanID: 62281e7ea9ee3de9, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472316953000, SpanDuration: 4.0ms
--------------SpanID: 187a1f22a97bf07e, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693472316960000, SpanDuration: 8.0ms
--------------SpanID: 187a1f22a97bf07e, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693472316961000, SpanDuration: 6.0ms
--------------SpanID: 4d63f5f3c6a22106, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316969000, SpanDuration: 7.0ms
--------------SpanID: 4d63f5f3c6a22106, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316972000, SpanDuration: 3.0ms
--------------SpanID: 9321a6b80f44491b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316976000, SpanDuration: 6.0ms
--------------SpanID: 9321a6b80f44491b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316978000, SpanDuration: 4.0ms
------------SpanID: 0f512dea035f6ed3, SpanName: http:/basic/queryfortravel, SpanKind: SERVER, Timestamp:1693472316918000, SpanDuration: 65.0ms
--------------SpanID: fe32539c37c1f684, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472316920000, SpanDuration: 12.0ms
--------------SpanID: fe32539c37c1f684, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472316922000, SpanDuration: 9.0ms
--------------SpanID: cbcf4363827ac6ed, SpanName: http:/station/exist, SpanKind: CLIENT, Timestamp:1693472316933000, SpanDuration: 8.0ms
--------------SpanID: cbcf4363827ac6ed, SpanName: http:/station/exist, SpanKind: SERVER, Timestamp:1693472316937000, SpanDuration: 3.0ms
--------------SpanID: c9be6dbb7a8332a8, SpanName: http:/train/retrieve, SpanKind: CLIENT, Timestamp:1693472316943000, SpanDuration: 8.0ms
--------------SpanID: c9be6dbb7a8332a8, SpanName: http:/train/retrieve, SpanKind: SERVER, Timestamp:1693472316944000, SpanDuration: 5.0ms
--------------SpanID: 62281e7ea9ee3de9, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472316952000, SpanDuration: 7.0ms
--------------SpanID: 62281e7ea9ee3de9, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472316953000, SpanDuration: 4.0ms
--------------SpanID: 187a1f22a97bf07e, SpanName: http:/price/query, SpanKind: CLIENT, Timestamp:1693472316960000, SpanDuration: 8.0ms
--------------SpanID: 187a1f22a97bf07e, SpanName: http:/price/query, SpanKind: SERVER, Timestamp:1693472316961000, SpanDuration: 6.0ms
--------------SpanID: 4d63f5f3c6a22106, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316969000, SpanDuration: 7.0ms
--------------SpanID: 4d63f5f3c6a22106, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316972000, SpanDuration: 3.0ms
--------------SpanID: 9321a6b80f44491b, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472316976000, SpanDuration: 6.0ms
--------------SpanID: 9321a6b80f44491b, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472316978000, SpanDuration: 4.0ms
----------SpanID: 3acc2ab7fcdfd02e, SpanName: http:/order/calculate, SpanKind: CLIENT, Timestamp:1693472316987000, SpanDuration: 10.0ms
----------SpanID: 3acc2ab7fcdfd02e, SpanName: http:/order/calculate, SpanKind: SERVER, Timestamp:1693472316989000, SpanDuration: 7.0ms
----------SpanID: c0e3f1b216066350, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693472316998000, SpanDuration: 32.0ms
------------SpanID: 3ccca6708fbc102b, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317008000, SpanDuration: 9.0ms
--------------SpanID: 5866fad5426ef15e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317011000, SpanDuration: 5.0ms
--------------SpanID: 5866fad5426ef15e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317013000, SpanDuration: 3.0ms
------------SpanID: 3ccca6708fbc102b, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472317010000, SpanDuration: 7.0ms
--------------SpanID: 5866fad5426ef15e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317011000, SpanDuration: 5.0ms
--------------SpanID: 5866fad5426ef15e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317013000, SpanDuration: 3.0ms
----------SpanID: c0e3f1b216066350, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693472317007000, SpanDuration: 12.0ms
------------SpanID: 3ccca6708fbc102b, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317008000, SpanDuration: 9.0ms
--------------SpanID: 5866fad5426ef15e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317011000, SpanDuration: 5.0ms
--------------SpanID: 5866fad5426ef15e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317013000, SpanDuration: 3.0ms
------------SpanID: 3ccca6708fbc102b, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472317010000, SpanDuration: 7.0ms
--------------SpanID: 5866fad5426ef15e, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317011000, SpanDuration: 5.0ms
--------------SpanID: 5866fad5426ef15e, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317013000, SpanDuration: 3.0ms
----------SpanID: 3d6340f0f4fca88d, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317031000, SpanDuration: 19.0ms
------------SpanID: ba04d75e1170fe0a, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317037000, SpanDuration: 11.0ms
--------------SpanID: e4cd6755705bafc3, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317041000, SpanDuration: 6.0ms
--------------SpanID: e4cd6755705bafc3, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317043000, SpanDuration: 3.0ms
------------SpanID: ba04d75e1170fe0a, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472317039000, SpanDuration: 9.0ms
--------------SpanID: e4cd6755705bafc3, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317041000, SpanDuration: 6.0ms
--------------SpanID: e4cd6755705bafc3, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317043000, SpanDuration: 3.0ms
----------SpanID: 3d6340f0f4fca88d, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693472317035000, SpanDuration: 15.0ms
------------SpanID: ba04d75e1170fe0a, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317037000, SpanDuration: 11.0ms
--------------SpanID: e4cd6755705bafc3, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317041000, SpanDuration: 6.0ms
--------------SpanID: e4cd6755705bafc3, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317043000, SpanDuration: 3.0ms
------------SpanID: ba04d75e1170fe0a, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472317039000, SpanDuration: 9.0ms
--------------SpanID: e4cd6755705bafc3, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317041000, SpanDuration: 6.0ms
--------------SpanID: e4cd6755705bafc3, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317043000, SpanDuration: 3.0ms
----------SpanID: 8c2b1442d1c3f403, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317051000, SpanDuration: 16.0ms
------------SpanID: 6e447b3d7f554e7a, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317054000, SpanDuration: 11.0ms
--------------SpanID: e95fd1886ccf2f8f, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317057000, SpanDuration: 7.0ms
--------------SpanID: e95fd1886ccf2f8f, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317059000, SpanDuration: 3.0ms
------------SpanID: 6e447b3d7f554e7a, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472317056000, SpanDuration: 9.0ms
--------------SpanID: e95fd1886ccf2f8f, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317057000, SpanDuration: 7.0ms
--------------SpanID: e95fd1886ccf2f8f, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317059000, SpanDuration: 3.0ms
----------SpanID: 8c2b1442d1c3f403, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693472317053000, SpanDuration: 13.0ms
------------SpanID: 6e447b3d7f554e7a, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317054000, SpanDuration: 11.0ms
--------------SpanID: e95fd1886ccf2f8f, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317057000, SpanDuration: 7.0ms
--------------SpanID: e95fd1886ccf2f8f, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317059000, SpanDuration: 3.0ms
------------SpanID: 6e447b3d7f554e7a, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472317056000, SpanDuration: 9.0ms
--------------SpanID: e95fd1886ccf2f8f, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317057000, SpanDuration: 7.0ms
--------------SpanID: e95fd1886ccf2f8f, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317059000, SpanDuration: 3.0ms
----------SpanID: fee21cdd1f559df3, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317067000, SpanDuration: 33.0ms
------------SpanID: fc53348d47735ace, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317071000, SpanDuration: 27.0ms
--------------SpanID: 6678471297a699e3, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317077000, SpanDuration: 20.0ms
--------------SpanID: 6678471297a699e3, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317080000, SpanDuration: 16.0ms
------------SpanID: fc53348d47735ace, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472317075000, SpanDuration: 23.0ms
--------------SpanID: 6678471297a699e3, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317077000, SpanDuration: 20.0ms
--------------SpanID: 6678471297a699e3, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317080000, SpanDuration: 16.0ms
----------SpanID: fee21cdd1f559df3, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693472317069000, SpanDuration: 30.0ms
------------SpanID: fc53348d47735ace, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693472317071000, SpanDuration: 27.0ms
--------------SpanID: 6678471297a699e3, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317077000, SpanDuration: 20.0ms
--------------SpanID: 6678471297a699e3, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317080000, SpanDuration: 16.0ms
------------SpanID: fc53348d47735ace, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693472317075000, SpanDuration: 23.0ms
--------------SpanID: 6678471297a699e3, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693472317077000, SpanDuration: 20.0ms
--------------SpanID: 6678471297a699e3, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693472317080000, SpanDuration: 16.0ms
----------SpanID: 44921c81f6559f68, SpanName: http:/seat/getleftticketofinterval, SpanKind: CLIENT, Timestamp:1693472317101000, SpanDuration: 87.0ms
------------SpanID: e4293946d5c95f32, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: CLIENT, Timestamp:1693472317108000, SpanDuration: 20.0ms
--------------SpanID: ab7d8c1ef67f3ac7, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472317116000, SpanDuration: 10.0ms
--------------SpanID: ab7d8c1ef67f3ac7, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693472317121000, SpanDuration: 4.0ms
------------SpanID: e4293946d5c95f32, SpanName: http:/travel/getroutebytripid/d1345, SpanKind: SERVER, Timestamp:1693472317110000, SpanDuration: 17.0ms
--------------SpanID: ab7d8c1ef67f3ac7, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693472317116000, SpanDuration: 10.0ms
